scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id
0.8988433826144077,"[-0.36857169015066965, 0.36091110229492185, 0.9162481398809523, 1.346181640625, 1.3989013389304832, 1.3814001644358915, 0.7016067504882812, 1.4540696144104004]","[-48.5767822265625, -301.03273010253906, -48.80780029296875, -58.29296875, -73.44189834594727, -33.95127868652344, -44.8494873046875, -62.16337585449219]","[-43.416778564453125, -337.12384033203125, -68.04901123046875, -91.947509765625, -111.21223449707031, -57.435081481933594, -56.0751953125, -108.693603515625]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9031825886321087,"[-0.4797847972196691, 0.8180623735700335, 0.7450226493503737, 1.2724025560461956, 1.4299180772569444, 1.0613348166147867, 1.733907470703125, 1.0157623291015625, 0.532017822265625]","[-46.33404541015625, -68.82355880737305, -36.54523468017578, -65.1229248046875, -30.273193359375, -43.7998263835907, -50.640960693359375, -27.973007202148438, -39.864105224609375]","[-38.177703857421875, -91.72930526733398, -53.680755615234375, -94.38818359375, -56.01171875, -59.7198486328125, -93.9886474609375, -45.240966796875, -53.16455078125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.1924341669495204,"[-0.0674028898540296, 0.6446767953725961, 1.3435947584069294, 1.073832352956136, 1.0604725713315217, 1.4584815615699405, 1.6190677642822267, 1.812432330587636, 1.2296747060922475, 1.74951171875]","[-96.56326293945312, -58.406982421875, -32.4798583984375, -57.957393646240234, -43.729736328125, -34.45098876953125, -27.61376190185547, -40.683685302734375, -56.38246154785156, -23.75390625]","[-94.001953125, -75.1685791015625, -63.382537841796875, -83.7293701171875, -68.12060546875, -65.0791015625, -59.9951171875, -82.36962890625, -88.35400390625, -37.75]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.3174689726595974,"[-0.11204427083333333, 0.736358642578125, 5.015625, 1.7863226996527777, 0.9125051787405303, 0.900499845805921, 0.7658919470650809, 1.05792236328125, 1.09332275390625, 1.4237794847715468, 1.3047614097595215, 0.9246826171875]","[-40.130859375, -33.613677978515625, -7.46875, -43.165283203125, -71.1002197265625, -24.7884521484375, -71.26690196990967, -24.0770263671875, -31.29339599609375, -69.09219682216644, -16.089149475097656, -17.6231689453125]","[-38.4501953125, -44.6590576171875, -17.5, -59.2421875, -101.212890625, -41.89794921875, -98.0731201171875, -43.11962890625, -49.8798828125, -128.8909351825714, -36.96533203125, -25.9453125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.1331644867185313,"[-0.22556559244791666, 1.275255705180921, 0.9101297129755435, 1.6787855360243056, 0.5676761203342013, 1.0708226742951765, 0.8868041660474695, 2.0243736267089845, 1.2733679877387152, 1.3312238057454426, 1.6719356113009982]","[-56.14599609375, -26.1861572265625, -30.2921142578125, -37.9781494140625, -25.381500244140625, -54.90599060058594, -37.99837112426758, -22.135169982910156, -36.389251708984375, -31.812973022460938, -12.938663482666016]","[-52.0858154296875, -50.416015625, -51.22509765625, -68.1962890625, -35.59967041015625, -79.534912109375, -58.394866943359375, -42.37890625, -59.30987548828125, -47.78765869140625, -27.986083984375]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.7874067324440631,"[-0.2823893229166667, 0.5616924579326923, 0.44322620738636365, 0.7731955923685213, 1.4429154829545454, -0.0, 1.340247290475028, 1.3345626027960527, 0.59521484375, 1.691766357421875, 0.7610425447162829]","[-11.3203125, -28.509521484375, -35.9287109375, -90.97586059570312, -44.9609375, -3.875, -30.50997543334961, -29.666748046875, -41.93359375, -39.4967041015625, -36.789337158203125]","[-10.47314453125, -35.8115234375, -45.6796875, -122.6768798828125, -76.705078125, -3.875, -49.2734375, -55.0234375, -51.45703125, -73.33203125, -51.2491455078125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.273321482937311,"[-0.1669921875, 1.0951758490668402, 1.5471354166666667, 1.57196044921875, 0.7883144177888569, 2.19573974609375, 1.6747132619222005, 1.7959136962890625, 0.4653249104817708, 2.0440347459581165, 0.9952160063244048]","[-56.1593017578125, -40.953460693359375, -17.8818359375, -46.28143310546875, -30.77007293701172, -38.3291015625, -32.46090507507324, -22.20294189453125, -22.549179077148438, -37.969093322753906, -49.0032958984375]","[-52.8194580078125, -60.6666259765625, -41.0888671875, -82.4365234375, -45.748046875, -73.4609375, -57.58160400390625, -43.75390625, -29.529052734375, -74.76171875, -69.90283203125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.0757482572795862,"[-0.201629638671875, 1.1730073125738847, 0.6257497151692708, 1.1785780962775736, 0.5196034487556008, 1.2445149421691895, 2.267460220738461, 0.8930430094401042, 1.633209228515625, 0.9942766077378217, 1.5054178873697917]","[-53.1556396484375, -39.27547550201416, -86.23123168945312, -33.06427001953125, -45.121575355529785, -27.47863006591797, -16.12267017364502, -26.656234741210938, -8.426116943359375, -74.81655883789062, -22.017364501953125]","[-49.123046875, -61.56261444091797, -114.38996887207031, -53.10009765625, -53.954833984375, -47.390869140625, -59.20441436767578, -40.0518798828125, -23.125, -108.62196350097656, -44.5986328125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.036902693823447,"[-0.3360188802083333, 1.0564460666091353, 1.1452301025390625, 1.5570944081182065, 1.7682952880859375, 0.5252187093098958, 0.9506478145204741, 1.827631123860677, 0.8375796115759647]","[-71.4541015625, -41.81512093544006, -50.29290771484375, -57.13653564453125, -38.413604736328125, -32.93568420410156, -54.96923828125, -23.428306579589844, -70.3525333404541]","[-65.40576171875, -70.33916473388672, -73.197509765625, -92.94970703125, -70.242919921875, -40.81396484375, -82.53802490234375, -50.8427734375, -97.99266052246094]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.198175429320229,"[-0.23816636029411764, 1.3213297526041667, 1.3008544921875, 1.2273356119791667, 2.068555046530331, 1.6687055888928866, 0.6442461013793945, 1.6148546006944444, 0.7045631408691406, 1.669476318359375]","[-54.9130859375, -46.540771484375, -55.9287109375, -19.15869140625, -28.361053466796875, -24.490882873535156, -33.87843322753906, -41.9638671875, -56.092430114746094, -19.43414306640625]","[-50.8642578125, -70.32470703125, -81.94580078125, -41.250732421875, -63.5264892578125, -56.1962890625, -44.186370849609375, -71.03125, -74.41107177734375, -36.12890625]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.8940321357949468,"[-0.32971676913174713, 0.7679027038462022, 0.8993033132245464, 0.798907238504161, 0.9077356216755319, 2.0111318826675415, 0.6612583796183268, 1.4357347159550107]","[-70.91543579101562, -166.0479874610901, -88.31300354003906, -58.9278678894043, -120.67041015625, -25.037893295288086, -44.44318389892578, -50.88658142089844]","[-63.66166687011719, -218.26537132263184, -116.19140625, -77.302734375, -163.333984375, -57.21600341796875, -60.313385009765625, -92.52288818359375]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9995222734147133,"[-0.26739356631324407, 0.894927978515625, 0.9978440602620443, 0.9679816750919118, 1.0943538174033165, 1.4792049632352942, 1.2111385569852942, 0.8826857346754807, 1.7349572408766973]","[-94.62895965576172, -87.246826171875, -41.43421936035156, -40.159912109375, -34.70297396183014, -40.333984375, -38.6484375, -48.156524658203125, -25.539454460144043]","[-89.0136947631836, -115.884521484375, -65.38247680664062, -73.0712890625, -52.2126350402832, -65.48046875, -59.23779296875, -71.10635375976562, -61.97355651855469]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9548794312181812,"[-0.00502677585767663, 0.44110634213402156, 0.8581030709402901, 1.186201171875, 1.1488723754882812, 0.5922564338235294, 1.5103580250459558, 1.6420121626420454, 1.2200320748721851]","[-76.06869506835938, -44.33869552612305, -60.697357177734375, -58.931640625, -53.22929382324219, -41.78125, -34.12664794921875, -48.277099609375, -40.0054874420166]","[-75.95307922363281, -53.6019287109375, -84.7242431640625, -88.586669921875, -83.0999755859375, -51.849609375, -59.802734375, -84.4013671875, -60.74603271484375]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.351943075323578,"[-0.11204427083333333, 0.736358642578125, 5.015625, 1.9026123046875, 1.4255464993990385, 0.7576729910714286, 0.8014404296875, 1.4332501446759258, 1.3023618062337239, 0.428466796875, 1.1800834841844512]","[-40.130859375, -33.613677978515625, -7.46875, -45.302001953125, -57.646728515625, -29.1162109375, -42.42529296875, -64.68896484375, -32.52156066894531, -20.578125, -74.8272705078125]","[-38.4501953125, -44.6590576171875, -17.5, -64.328125, -94.7109375, -39.7236328125, -58.4541015625, -103.38671875, -48.14990234375, -24.005859375, -123.210693359375]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9335983014373987,"[-0.24693952287946427, 0.7028677804129464, 0.5181907371238426, 1.137327648344494, 1.211148943219866, 0.5120792388916016, 1.8103288922991072, 1.5810051622061894, 1.0821739479347512, 1.027800186820652]","[-65.47406005859375, -55.8455810546875, -61.39923095703125, -29.532135009765625, -52.95257568359375, -71.046142578125, -2.25347900390625, -67.35043525695801, -59.43353271484375, -32.409423828125]","[-60.288330078125, -75.52587890625, -75.390380859375, -53.416015625, -86.86474609375, -87.43267822265625, -14.92578125, -113.1995849609375, -88.65222930908203, -56.048828125]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.8798443260925879,"[-0.2823893229166667, 0.3948638916015625, 1.0384043817934783, 0.49746864720394735, 0.8240685096153846, 0.87216796875, 0.8928978329613095, 2.1089041573660716, 0.9730002663352273, 1.5441694259643555, 1.1048370361328126, 0.5897391183035714]","[-11.3203125, -38.166961669921875, -36.03173828125, -53.419189453125, -50.0361328125, -46.65283203125, -46.8447265625, -8.3177490234375, -36.737548828125, -28.231277465820312, -25.84344482421875, -24.031982421875]","[-10.47314453125, -46.064239501953125, -59.9150390625, -62.87109375, -71.4619140625, -68.45703125, -65.5955810546875, -23.080078125, -58.1435546875, -52.93798828125, -47.940185546875, -36.41650390625]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.032724411139051,"[-0.17598470052083334, 0.7579142252604166, 1.4545200892857142, 0.5757068943332981, 1.3812530517578125, 1.7399175868314856, 1.3370003700256348, 1.1914677721388796]","[-67.718017578125, -64.3779296875, -21.8837890625, -88.64022064208984, -14.296844482421875, -61.65131950378418, -48.98776626586914, -81.58820343017578]","[-64.0223388671875, -82.56787109375, -42.2470703125, -109.94137573242188, -28.109375, -120.80851745605469, -81.07577514648438, -137.58718872070312]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9597890923662892,"[-0.19746719707142224, 1.2656537224264706, 0.7865193176269532, 0.7163778451772836, 1.5154067329738452, 1.3899643841911764, 0.5193549262152778, 2.326170487837358, 1.1552207253196023, 0.12068997896634616]","[-53.83244514465332, -26.80419921875, -38.93989181518555, -54.781219482421875, -42.01966857910156, -21.00732421875, -48.807861328125, -15.076187133789062, -61.525054931640625, -64.58819580078125]","[-49.48816680908203, -48.3203125, -58.602874755859375, -73.40704345703125, -76.8740234375, -44.63671875, -58.15625, -40.6640625, -99.6473388671875, -67.72613525390625]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9711654958197204,"[-0.2859015213815789, 1.2677525111607142, 1.756192357916581, 0.7347196691176471, 0.724437547766644, 1.2137828403049045, 0.9938863118489584, 1.00672119140625, 1.5246031019422743, 0.7754609481148098]","[-57.1856689453125, -45.705291748046875, -32.757429122924805, -25.90478515625, -50.54331970214844, -31.31029510498047, -27.6827392578125, -58.543243408203125, -32.30274963378906, -50.986175537109375]","[-51.7535400390625, -72.32809448242188, -66.12508392333984, -38.39501953125, -67.20538330078125, -53.15838623046875, -39.609375, -83.71127319335938, -59.74560546875, -68.82177734375]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.0260175774127545,"[-0.28322825712316174, 1.4981787109375, 1.4123099190848214, 0.5169813368055556, 1.229519526163737, 1.987403392791748, 0.7918650309244791, 1.1882917881011963, 1.3175147374471028, 0.6013395889945652]","[-51.9818115234375, -56.4664306640625, -69.201416015625, -32.525390625, -37.68220520019531, -25.92676544189453, -60.6954345703125, -37.13503646850586, -37.82465171813965, -44.00390625]","[-47.16693115234375, -93.9208984375, -108.74609375, -41.8310546875, -67.190673828125, -57.7252197265625, -79.7001953125, -56.147705078125, -61.5399169921875, -57.834716796875]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.007571077909953,"[-0.14605960845947266, 1.2301670357033059, 1.392503655475119, 1.0626583099365234, 0.9835287630558014, 1.0964759094961758, 1.0967219517781184, 1.3445726062940515]","[-246.02279663085938, -52.02334403991699, -58.760379791259766, -51.894805908203125, -53.91908884048462, -56.05956327915192, -36.92150855064392, -34.757813453674316]","[-234.33802795410156, -85.23785400390625, -90.7879638671875, -68.8973388671875, -69.65554904937744, -87.85736465454102, -65.436279296875, -65.6829833984375]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9935446008829661,"[-0.4769161448759191, 0.9518267313639323, 0.9589080810546875, 0.8863158226013184, 0.8868770599365234, 1.3171100616455078, 1.0851373218354725, 1.2591567754745483, 1.7704271836714311, 1.2966031161221592]","[-50.52001953125, -54.93119812011719, -31.967056274414062, -33.764305114746094, -36.384674072265625, -36.112152099609375, -41.0040168762207, -39.83883714675903, -22.786563873291016, -41.93212890625]","[-42.412445068359375, -72.06407928466797, -54.021942138671875, -47.94535827636719, -50.57470703125, -57.1859130859375, -63.791900634765625, -65.02197265625, -61.7359619140625, -70.4573974609375]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9375296299211386,"[-0.07684980119977679, 0.8524622034143519, 0.9416015625, 0.8761103771351002, 1.2275041852678572, 1.5853006463301809, 1.0323893229166667, 0.7559700012207031, 1.243278171705163]","[-86.22723388671875, -84.4547119140625, -75.368408203125, -61.877490520477295, -44.471435546875, -31.819351196289062, -54.927978515625, -45.44512939453125, -51.55499267578125]","[-84.075439453125, -107.47119140625, -108.324462890625, -85.532470703125, -70.2490234375, -61.9400634765625, -79.705322265625, -57.5406494140625, -80.150390625]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.1056550360234456,"[-0.1716796875, 0.6744778540826613, 2.241382053920201, 1.0414719581604004, 0.6169940403529576, 0.6398691030649039, 1.8552513122558594, 1.0788742105166118, 1.5521766662597656, 1.5277328491210938]","[-36.7646484375, -77.8203125, -9.927513122558594, -45.7111701965332, -71.66764831542969, -44.4217529296875, -24.134815216064453, -61.23644399642944, -14.789474487304688, -30.889862060546875]","[-34.189453125, -98.7291259765625, -25.6171875, -70.70649719238281, -88.9434814453125, -61.058349609375, -63.0950927734375, -87.12942504882812, -45.8330078125, -49.22265625]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.925524780743283,"[-0.2649468315972222, 1.0855171897194602, 0.46745398736769156, 0.7949105539629536, 1.1483289930555556, 1.339215087890625, 1.4409781369295986, 0.604327392578125, 1.1144358317057292, 1.5250274658203125]","[-62.018310546875, -21.274871826171875, -63.3680419921875, -60.05879211425781, -17.0478515625, -40.5174560546875, -39.43288040161133, -55.645233154296875, -60.38081359863281, -21.227874755859375]","[-57.249267578125, -45.15625, -77.85911560058594, -84.70101928710938, -27.3828125, -67.3017578125, -71.1343994140625, -70.75341796875, -90.4705810546875, -36.4781494140625]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.403611719076147,"[-0.2823893229166667, 0.5616924579326923, 0.6429041082208807, 0.3906402587890625, 1.6653961181640624, 1.2217735877403846, 0.6168319175117895, 1.1394148201778018, 5.2799631754557295, 1.1929967543658089, 3.7998046875, 0.6143120659722222]","[-11.3203125, -28.509521484375, -36.817535400390625, -50.2901611328125, -46.09246826171875, -15.081787109375, -33.95696663856506, -41.95477294921875, -0.8476104736328125, -35.01092529296875, -7.5498046875, -37.9306640625]","[-10.47314453125, -35.8115234375, -50.96142578125, -59.66552734375, -79.400390625, -30.96484375, -45.67677307128906, -74.997802734375, -16.6875, -55.2918701171875, -34.1484375, -48.98828125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.0166401564029732,"[-0.30719957853618424, 0.5485652043269231, 1.7676030209189968, 1.2877349853515625, 1.3221886676290762, 0.9530535895248939, 0.9148130573210169, 1.6463623046875]","[-66.145263671875, -34.51904296875, -45.90333557128906, -45.436767578125, -40.10209655761719, -61.910319805145264, -148.58605194091797, -13.5478515625]","[-60.3084716796875, -41.650390625, -79.48779296875, -66.04052734375, -70.51243591308594, -89.54887390136719, -204.3896484375, -26.71875]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.3778276168574564,"[-0.15992863972981772, 1.0613367417279411, 0.6002685546875, 0.7704790387834821, 0.741943359375, 1.857861328125, 5.112955729166667, 1.126960073198591, 1.5244140625, 1.68902587890625, 0.8307876586914062]","[-81.74517822265625, -26.583251953125, -66.395751953125, -64.68191528320312, -40.90185546875, -19.03076171875, -5.0517578125, -66.68925857543945, -23.0654296875, -22.3990478515625, -54.50432586669922]","[-77.90689086914062, -44.6259765625, -84.40380859375, -91.648681640625, -52.77294921875, -37.609375, -20.390625, -98.244140625, -45.931640625, -46.04541015625, -71.95086669921875]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.7160023805825066,"[-0.3657162314967105, 0.5964103367017664, 0.9799869421756628, 0.7541559392755682, 0.4977941205424647, 1.48828125, 0.6289039380622633, 1.1482027493990385]","[-67.39425659179688, -53.103271484375, -91.94857788085938, -63.6685791015625, -53.574729919433594, -53.302734375, -74.73371887207031, -51.40283203125]","[-60.445648193359375, -66.82070922851562, -124.28814697265625, -80.260009765625, -69.00634765625, -78.603515625, -95.487548828125, -81.256103515625]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.0293356620413956,"[-0.23816636029411764, 1.0453990589488635, 0.5527488306949013, 0.9742790670955882, 1.488406254695012, 0.894317626953125, 1.2782440185546875, 1.5581620534261067, 2.161358642578125, 0.9512818654378256, 0.6566612243652343]","[-54.9130859375, -47.046142578125, -46.810272216796875, -20.922119140625, -18.589195251464844, -35.11474609375, -15.806732177734375, -38.15390205383301, -25.306182861328125, -40.26701354980469, -56.70069885253906]","[-50.8642578125, -70.044921875, -57.3125, -37.48486328125, -37.9384765625, -49.423828125, -33.7021484375, -70.87530517578125, -57.7265625, -63.0977783203125, -69.83392333984375]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.0800604944050496,"[-0.37383711965460525, 0.994342041015625, 0.9796445575253717, 0.7937296353853666, 1.6350328312363736, 0.8942539380944293, 2.3612191336495534, 1.3560989379882813]","[-74.10977172851562, -119.84442138671875, -63.39298117160797, -91.35028457641602, -104.09007263183594, -39.742950439453125, -23.02886962890625, -53.83326721191406]","[-67.00686645507812, -169.5615234375, -91.80267333984375, -122.30574035644531, -174.396484375, -60.310791015625, -56.0859375, -94.5162353515625]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9887632592090987,"[-0.26624107360839844, 0.9666561550564237, 0.7405827840169271, 1.4894371032714844, 0.7712188720703125, 1.16042955716451, 1.5144930752840908, 1.3556185635653408, 1.166674296061198]","[-51.08294677734375, -45.431610107421875, -49.51983642578125, -38.277008056640625, -28.616302490234375, -46.06145215034485, -22.705810546875, -30.74896240234375, -34.715660095214844]","[-46.823089599609375, -62.8314208984375, -67.2938232421875, -62.108001708984375, -44.040679931640625, -63.4678955078125, -39.365234375, -60.57257080078125, -59.2158203125]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.8437304439816145,"[-0.07929153442382812, 0.3548925991716056, 0.7067575454711914, 0.9199128992417279, 1.63916015625, 1.2033412071966356, 1.1476727653952206, 0.8628255208333333, 0.8383028366986442]","[-63.06631851196289, -69.03141784667969, -62.269046783447266, -63.270355224609375, -46.0078125, -69.4664421081543, -67.1829833984375, -28.026123046875, -71.8999252319336]","[-61.08403015136719, -79.32330322265625, -82.05825805664062, -94.54739379882812, -72.234375, -106.77001953125, -106.203857421875, -40.968505859375, -100.4022216796875]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.4540730636643824,"[-0.04831112132352941, 4.578125, 1.6657076748934658, 0.3713921440972222, 0.9845052083333333, 1.2629254659016926, 1.656032880147298, 1.3421912560096154, 1.7293251582554408, 0.9988369703292846]","[-48.8125, -8.34375, -47.692596435546875, -80.059814453125, -33.369140625, -93.73980712890625, -65.6059799194336, -17.378662109375, -55.89331817626953, -44.73529672622681]","[-47.9912109375, -17.5, -66.015380859375, -90.08740234375, -48.13671875, -154.3602294921875, -105.35076904296875, -34.8271484375, -104.31442260742188, -64.7120361328125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.1458351358769936,"[-0.19744949340820311, 0.7879568246694711, 0.9427165985107422, 2.2460561899038463, 1.8507698460629112, 1.0176142939814814, 1.036100138788638, 1.8251531849736753, 1.0244234258478337, 0.9250103494395381]","[-51.643310546875, -41.48822021484375, -39.631961822509766, -14.47998046875, -44.55192565917969, -53.6005859375, -32.85346603393555, -29.74706268310547, -21.362201690673828, -26.045166015625]","[-47.69432067871094, -61.97509765625, -56.600860595703125, -43.6787109375, -79.716552734375, -81.076171875, -56.68376922607422, -71.7255859375, -32.630859375, -47.320404052734375]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.1706467628204549,"[-0.2823893229166667, 0.5629010881696429, 0.4829677036830357, 0.9508655254657452, 1.5180332349694294, 2.364501953125, 1.2111554827008928, 1.6363743373325892, 1.8851509094238281, 1.0498779296875, 1.1448352211400081, 1.5234870910644531]","[-11.3203125, -34.242431640625, -72.59930419921875, -33.219757080078125, -35.331878662109375, -5.38427734375, -28.4178466796875, -23.68609619140625, -39.01544952392578, -8.7706298828125, -43.673423767089844, -18.90057373046875]","[-10.47314453125, -42.123046875, -89.503173828125, -57.9422607421875, -70.24664306640625, -10.11328125, -45.3740234375, -46.5953369140625, -80.48876953125, -14.02001953125, -65.42529296875, -43.2763671875]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.1273981530374784,"[-0.1946533203125, 0.9227680407072368, 1.174795150756836, 2.095916748046875, 0.7051705254448785, 1.8011525472005208, 1.6396484375, 1.2419964018322172, 1.5191731770833334, 0.36801382211538464]","[-61.55078125, -45.7862548828125, -22.545501708984375, -5.26446533203125, -43.17448425292969, -32.66661071777344, -35.1884765625, -87.75588989257812, -28.32861328125, -41.64556884765625]","[-57.65771484375, -63.31884765625, -41.34222412109375, -17.8399658203125, -55.8675537109375, -59.68389892578125, -56.50390625, -139.91973876953125, -51.1162109375, -51.21392822265625]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.040890202624175,"[-0.2252838134765625, 1.2946849149816178, 0.725216792179988, 0.9724763569078947, 0.7265567779541016, 1.3853985014415922, 1.313605202568902, 1.0153950055440266, 2.1116867065429688, 1.0891655815972223]","[-53.936187744140625, -26.3106689453125, -47.354400634765625, -33.533935546875, -27.159072875976562, -38.42665100097656, -45.140750885009766, -49.406429290771484, -24.2647705078125, -32.322265625]","[-49.430511474609375, -48.3203125, -66.21003723144531, -52.010986328125, -44.596435546875, -67.52001953125, -68.78564453125, -73.77590942382812, -58.0517578125, -51.92724609375]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.0694020638938406,"[-0.24480240433304398, 0.87890074803279, 1.4101572036743164, 0.40439278738839285, 2.0684661865234375, 1.228385038997816, 0.921529541015625, 1.5812192871457054, 1.1625691254933674, 1.283203125]","[-71.48397827148438, -62.41058158874512, -38.74173545837402, -95.411376953125, -37.154876708984375, -44.76033532619476, -60.121307373046875, -46.33673810958862, -54.87376880645752, -29.1015625]","[-64.87431335449219, -85.26200103759766, -64.12456512451172, -106.734375, -82.6611328125, -73.01319122314453, -83.1595458984375, -79.54234313964844, -96.72625732421875, -36.80078125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.2126295519803216,"[-0.1791748046875, 1.425180435180664, 1.3854048879523027, 1.9861175537109375, 0.7100677490234375, 1.135498046875, 1.612649356617647, 1.7730243389423077, 1.0648984042080967]","[-59.4757080078125, -26.938568115234375, -34.90142822265625, -29.84698486328125, -18.546585083007812, -32.04345703125, -28.9970703125, -14.73779296875, -38.437469482421875]","[-55.8922119140625, -49.741455078125, -61.22412109375, -69.5693359375, -32.037872314453125, -57.0244140625, -56.412109375, -37.787109375, -61.865234375]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9442160806665877,"[-0.37383711965460525, 0.994342041015625, 1.0535527385514358, 0.9902242024739584, 1.1624479293823242, 1.1001178196498327, 0.740613435444079, 1.886267598470052]","[-74.10977172851562, -119.84442138671875, -63.49244177341461, -88.3946533203125, -61.51457977294922, -137.41488647460938, -37.5648193359375, -51.40605926513672]","[-67.00686645507812, -169.5615234375, -94.04547119140625, -124.042724609375, -89.413330078125, -199.021484375, -51.636474609375, -107.99408721923828]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9186575854397155,"[-0.18626644736842105, 1.1748825073242188, 0.7560295691856971, 1.0935173034667969, 1.1260223388671875, 1.0967508951822917, 1.1875605032994196, 1.2526668972439237, 1.0267673839222302, 0.6586449032738095]","[-47.328125, -60.26768493652344, -45.944976806640625, -30.40802001953125, -52.916015625, -63.32342529296875, -19.972228288650513, -32.565277099609375, -48.30107116699219, -62.47119140625]","[-43.7890625, -95.51416015625, -65.60174560546875, -47.904296875, -70.932373046875, -83.06494140625, -35.41051483154297, -55.11328125, -70.88995361328125, -76.302734375]",A short story,meta-llama/Llama-3.1-8B-Instruct
0.9143226574379898,"[-0.086923828125, 0.3637962341308594, 0.6964321136474609, 1.1851338353650323, 1.3729708989461262, 0.663247328538161, 1.084155236521075, 1.7697453308105469, 1.1803467671076457]","[-79.335205078125, -91.780517578125, -108.86447143554688, -49.19102478027344, -42.21863651275635, -52.48005676269531, -45.239118576049805, -41.81789016723633, -33.054673194885254]","[-77.162109375, -106.33236694335938, -136.7217559814453, -83.55990600585938, -71.051025390625, -69.7244873046875, -78.84793090820312, -86.0615234375, -61.38299560546875]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.3876679685482458,"[-0.11204427083333333, 1.203855242047991, 5.46875, 1.8388866077769885, 0.523642578125, 1.0128580729166667, 1.0221625434027777, 1.30111356051463, 0.44895528157552084, 1.2943638392857142, 1.26180419921875]","[-40.130859375, -16.359405517578125, -6.5625, -44.021575927734375, -47.649658203125, -32.19775390625, -33.71533203125, -117.01797103881836, -21.197189331054688, -20.802734375, -38.63311767578125]","[-38.4501953125, -33.21337890625, -17.5, -64.24932861328125, -60.74072265625, -47.390625, -52.1142578125, -185.97698974609375, -27.9315185546875, -29.86328125, -76.48724365234375]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.0980743353595177,"[-0.19502029418945313, 0.7688745569299769, 1.2432861328125, 1.0577562120225694, 1.405552583582261, 1.2780531178350034, 2.102137389006438, 1.1239549848768446]","[-53.65997314453125, -54.825347900390625, -31.3486328125, -77.099609375, -22.651138305664062, -38.61869430541992, -40.22764205932617, -84.7517318725586]","[-49.75956726074219, -75.5849609375, -51.2412109375, -115.1788330078125, -46.5455322265625, -68.013916015625, -96.9853515625, -125.214111328125]",A short story,meta-llama/Llama-3.1-8B-Instruct
1.2324767184558132,"[-0.2823893229166667, 0.2714111328125, 0.6109078147194602, 0.811468505859375, 1.6007029215494792, 1.214800516764323, 1.6214512416294642, 4.243522644042969, 0.7288303789885148, 0.5925216674804688, 1.83837890625, 2.0943984985351562, 0.6761924342105263]","[-11.3203125, -39.3427734375, -37.521453857421875, -41.3140869140625, -34.9473876953125, -32.17781066894531, -38.8272705078125, -3.6960906982421875, -34.370163917541504, -35.1583251953125, -13.52099609375, -33.1771240234375, -36.85546875]","[-10.47314453125, -43.4139404296875, -50.96142578125, -57.54345703125, -73.3642578125, -54.044219970703125, -61.527587890625, -29.1572265625, -51.133262634277344, -44.638671875, -33.7431640625, -66.6875, -49.703125]",A short story,meta-llama/Llama-3.1-8B-Instruct
