AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,bin,similarity_score,story_type
3DEL4X4EL77KCTX1EXZ52XGL9GUXY1,1494,1G9535U9,55.0,woman,white,1.0,3.0,3.0,4.0,5.598421958998375,visiting with my son for the first time since he joined Army,retold,I saw my son looking grown as he got off the plane in his uniform,0.5,3SUWZRL0MZZ9N9WED9ELVHBLM2OE63,,,,"Diary Entry - This week, my significant other and I drove to the airport to pick up my son. This was his first visit home after enlisting in the Army. I was so excited to see him and I was so relieved when he was finally sitting beside me in the truck for the drive home. I was so filled with pride when I saw my son in his Army uniform standing in the airport. He looked so grown up, more so than one would expect after just the passing of several months. I can tell just by how he stands straighter and taller, with his shoulders back and his chin held high, that he is proud of himself too. Starting in the truck on the ride home, I was so full of questions and so eager to hear about my son's experiences. I needed reassurance, as a mom, that my son was doing all right and that the Army was treating him well and fairly. Seeing my son looking fit and happy did a lot to give me this reassurance and to dispel the worries that I had been feeling after hearing of problems my son had been having with certain people during Basic Training. At one point, it looked uncertain he would even successfully complete the training. But now, seeing him, I knew everything would be okay. As my son shared his stories, he could laugh about some of those experiences with the perspective gained by the passing of time. Now, he was collecting his own stories, and I'm sure there would be more to come. I could laugh as well, instead of feeling the ache of wanting to protect my son from pain, emotional and physical. Seeing my son now gave me such hope for his future. It made me feel like everything would be okay, and helped balance the worries and headaches my son had given me as a rather troubled kid, drifting without any concrete goal in mind, after high school.",1.0,My memory is of the first trip home from the Army that I spent with my son. My memory is of picking my son up at the airport and visiting with him for the whole week.,270.0,Retold,0.6853227,Retold
3PMBY0YE28PH8UEYFPB2P32KAIAC9B,1626,EP0PAMOR,55.0,man,white,1.0,5.0,3.0,5.0,5.1929568508902095,the death of my dog.,retold,it seemed like my dog understood what was going on and was ok with it,0.625,3U088ZLJVLF8QYWQWKSA8M8UQZX0WW,,,,"Cheeba, or Cheebs or Cheebers as my fond names for her, had gotten quite old. She was about 14 and was part Lab. She had some of the breathing problems that Labs are prone to have where their lungs can't get the amount of oxygen as they need. She was the third family dog that we had had from a puppy until death. Ghost, our first, lived 17 years. Casper, our 2nd, lasted 15 years. So, after being with them for so many years, we get quite attached to them. Cheebs had been going downhill for several years and there was nothing the vets could really do anymore to relieve her problem. So, it was up to us to decide if the joy of having her around us and her joy of being around us was better for her than suffering thru the medical condition. Finally, it got to the point where we decided it was no longer fair to her, that she was suffering too much. So, my wife and I agreed and our oldest son concurred that it was time. We took her out to the car and helped her get in the back seat. She knew that she was going to the Vets as that was the only time she got to ride. We had called our Vet ahead so they were waiting on us. I got to the vet and my wife went in and told them that we were here. I tearfully walked her through the parking lot and we went in and back to the room. She was very calm, almost like she knew what was up. It only took a few minutes for the drug to act and she calmly and peacefully looked at me until her eyes closed. I loved her and miss her dearly.",5.0,"Our old dog, and probably our last dog, was very sick and unable to recover. I was very close to her and had to decide that she was suffering too much and it was time for her life to end. It was very sad and one of the worse days of my life.",180.0,Retold,0.68495744,Retold
3KB8R4ZV1FTDDZ90FVLH60IQAAHGBR,792,MW5JWCGI,25.0,man,white,1.0,1.0,3.0,4.0,5.3471075307174685,A shark attack and a friendship that developed after.,retold,That I received a job offer from the shark attack.,1.0,3QJOXOW4XKDBCCH60PL2KD87K9NMER,,,,"A few years back we were at the beach with a group of friends for a vacation. While at the beach, there was a man swimming in the water, he appeared to be fairly far out in the water. While I was watching I noticed that he seemed to be struggling in the waves. I wasn't sure what was going on at first. After I watched a little longer I saw a fin. It looked like a shark to be honest. So I went to see if I could help. He swam back in and was bleeding. I helped him heal the wound and gave him a ride to the doctors. After that he thanked me and invited me over for dinner. While I was at the dinner he and his wife offered me a job. The job seemed like a really good job, and so I started to work for him. We are still friends to this day, and I still work with him. The job is really good and pays very well. I now work very hard and take home a very reasonable salary. It has allowed me some freedom that I didn't have before this happened. In addition, I now have a girlfriend and I am living very happily. It has been a good journey.",1.0,"While at the beach, a fellow swimmer got bit by a shark. I helped him out to the hospital. We all became friends after words.",210.0,Retold,0.6848696,Retold
3PMBY0YE28PH8UEYFPB2P32K0K89C0,8802,VKBWZY2F,18.0,man,asian,1.0,1.0,4.0,5.0,5.48063892334199,my birthday party,retold,I saw all my friends at my birthday,0.625,386PBUZZXGJZHALDEEVEHG6AGBOLJT,,,,"This was the day of my surprise birthday party. It was a late winter morning and I woke up expecting a flurry of messages from my best friends. To my dismay that did not happen. I went to class as usual but still no one remembered that it was my special day. We went about our day as usual, I played some basketball with them and then went back home. I was not very pleased that no one seemed to remember especially since I had talked it up over the past few months. This was a special birthday for me.  I went down in the evening to cut a cake with my parents. I thought that since no one remembered I wouldnt bother inviting anyone else. To my utter surprise the lounge was packed with friends and family. The most memorable part was when the utter shock on my face. My friends had brought me a skateboard. Seeing all this reminded me of how lucky I was.  Best of all was that the moment was caught on camera and played back to me a few times more once we were done with the cake. The initial moment when I came down, was as if I was dreaming and couldn't believe myself. The night went on well and turned out to be my best birthday ever.",1.0,"I visited my friends on my birthday but no one seemed to remember the special day. I went home in despair. To my surprise, my friends held a surprise birthday party for me at night.",240.0,Retold,0.6846385,Retold
3ZY8KE4ISKPJZ21KN8HT1QGY5O2VQL,774,20TIG7HH,30.0,man,white,1.0,2.0,3.0,4.0,4.0943445622220995,My friends wedding and my being asked to officiant it.,recalled,How nervous I was and how great it went.,0.5,,,,,"I was asked to officiant my best friends wedding which was a huge surprise. The wedding was held back in August. I was very nervous about it. I generally don’t have a fear of speaking in public but I wanted to really ensure I got this right for my friend and his wife. I practiced a lot and took a ton of time to write out a heart felt speech. I was so nervous leading up the event but when the day came I actually felt calm. The wedding went great and my part went off without a hitch. It get great and very releaving to get through it and be done!  I’ve heard a lot of feedback that the guests enjoyed my speech and I’m happy it went so well. My friend was very happy having choose me to officiant not only to save money I heard!  His new wife was pleased as well and the guests enjoyed the ceremony I set up and provided. I would certainly do this again now having  been through it. I was at first really hesitant. I was of course honored but had no experience doing this. All in all, I’m glad I did this for my friend.",2.0,"I was surprised to be asked to officiant my friends wedding. Although incredibly nervous, I steadily prepared and the event went off without a hitch. I got a lot of feedback my part was well received and I’m very happy about that.",60.0,Recall,0.68077874,Recall
3QJOXOW4XKDBCCH60PL2KD87VS4MEL,1992,VV1KJ54T,30.0,man,white,1.0,1.0,4.0,5.0,5.010635294096256,a cruise I took with my family,recalled,when my grandfather jumped up and surprised us all,1.0,,,,,"It was a disney cruise I went on with my family. Not only was it a vacation, and not only was it a way for the whole family to get together and see each other (which rarely happens these days), it was also the last time we all figured we would be able to take a trip together with my grandfather, who had become quite frail over the past couple years. His condition was not improving, so we thought the trip would be a great way for all of us to bond with him at least one last time. The actual trip itself was fantastic. I had never been on a cruise before, and although I was slightly nervous given the way the media portrays cruises (i.e. Titanic), once I got on board I had forgotten all about that. The boat was huge and beautiful and there were friendly faces where ever you went. There were musical performances every night, and so many activities every day to do, from quiz shows based on disney properties, to learning how to fold towels into animals. There was even a theater on the ship, where I saw Coco for the first time (which I definitely teared up over). But the best thing was the food. There were a lot of restaurants, each with their own theme. Between buffets in the morning and five star meals in the evening, I was never hungry. My grandfather was with us for most of the activities, but there was one instance that gave us quite a scare. As I was moving around the ship with my sister, I received a message from my uncle telling me to come to his cabin immediately. Apparently my grandfather was really not doing well. When we got to the cabin the rest of the family was surrounding him as he laid still on the bed. There was a look of concern on everyone's face. My mom was trying to get him to eat a banana earlier, but he had stopped eating. As we were all looking at him worriedly, he suddenly jumped up and bit the banana that was in my mom's hand. We were all startled, but when his mouth curled into a smile, we all started laughing. It was the most memorable part of the trip for sure.",1.0,"My family and I decided to go on a disney cruise, as perhaps a final vacation we could all take with my ill grandfather. We had a scare during the trip, where we thought my grandfather was possibly a goner, but he jumped up and surprised us all.",150.0,Recall,0.6797538,Recall
3YDGXNSEO0GEZLI9HIZ669VLO3S48G,6441,Y4PZR91M,25.0,man,white,3.0,3.0,3.0,3.0,5.48063892334199,A true friend's unacceptable death.,recalled,last words my X said to me. You know what that “tomorrow never came”,0.0,,,,,"This story was about my bestie. These were the last words he said to me…. You know what that “tomorrow” never came. X ( I am hiding the name ) was a good friend of mine. I first saw him in when I was in sixth standard. I guess he was a new admission in the school. He was very silent by nature. As I am a very talkative person so I always tried to persuade him to speak something. But he never changed his habit. Well that was too much annoying for me. Sorry, but I hate those people who always keep silent and don't express themselves. when he started to talk to me without my persuasion. He wasn't a brilliant guy so he often scored average in the exams. His desire to learn more brought him closer to me ( actually I was the topper of my class at that time. ) we became good friends there after. I was in eleventh standard when everything changed suddenly. I remembered that day he was very happy. He was talking to everyone and passing smiles to everyone in reply of a hello or hi. He was acting quite amusing that day. I didn't asked him the reason but I was happy to know he was enjoying his surroundings. Next day when I reached the school, I found that the environment of the class was quite disturbing. Almost everybody was standing in his own respective friend circle and was whispering. I sensed that something terrible has happened. When I enquired about the topic I was told that four of our school students who were coming to school on a motorcycle early in the morning have been brutally crushed by a truck. One of them had died while the rest are still unconscious.",5.0,He was a good friend of mine. when he started to talk to me without my persuasion. He was acting quite amusing that day. I sensed that something terrible has happened.,240.0,Recall,0.67841077,Recall
3YWRV122CTLDGJCOWOQOJDTFXB8U8L,2130,QY4U9AQ5,35.0,man,black,1.0,1.0,4.0,5.0,4.499809670330264,A Friend's Lucky Chance.,recalled,That I actually won some money in a place I only suffered losses.,0.125,,,,,"A few months ago, I was in desperate need of some extra income.  The reason, I needed to purchase equipment and a new computer so I can self-teach myself animation and improve on my drawing/sketching ability.  Unfortunately, I did not have the funds to pursue my goals. I had to do something but I was not going to force anything that cost me money or put me debt.  I was bit sad about the situation because like some things in life, people want immediately results.  I needed to be patient, something I have always had an issue with.  However, I was not going to force the issue this time as I had mentioned before. One night out of the blue, a friend and had not hung with for a while wanted to meet up and chat with me about things going in his life and things going on in my life.  My friend picked me up on a Saturday afternoon and we just decided to drive around and talk about life. Because we became hungry after a while, we decided to head to the local casino and eat at the buffet.  You just cannot beat all-you-can-eat for a good price.   Also, I had not been to the casino in years because the last time I went, I cost myself over $100 and vowed not to go again.  However, my friend wanted to go and I did not want to stop him.  After we ate, we decided to sit down and play a couple of slot machine to waste time and test our luck.  As luck would have, I ended up winning about 400 bucks off of just $20 I spent.  My friend did not know I was down to my last 50 before going to the casino, so this money came in hand in a big way.  Now, I am not a religious guy but I will admit I looked up and said thank you to whoever the big man or woman is in the sky.  That money was more than what I needed to get the equipment I needed to purchases as well as purchase a low-cost, online animation course that set me on my way.  I was even able to give my friend $50 just for the hell of it. You just never know when you will be blessed with positive things.  I was so happy that I couldn't contain myself and almost started to cry but held together and just kept a joyful laughter for about a 5 minutes.",1.0,"Luckily, I was blessed with winning close to $400 at a local casino that afforded me the opportunity to get what I needed at the time after a friend invited me to hangout with them.  You just never know when, who, or how you will be blessed, just keep believing and have faith you will receive it.",90.0,Recall,0.6780227,Recall
3MD9PLUKKJ0F5PT28DEFI2YPOTPZNG,1125,UW9LOP8T,18.0,woman,white,1.0,1.0,4.0,5.0,4.499809670330264,Getting my husband back from deployment.,recalled,How my son acted when he seen his dad.,-0.125,,,,,"The event that comes to my mind when I think of something recent was three months ago. I got my husband back from a long deployment. This event was so memorable because of our son and how excited he was. It was also very emotional because we had been apart for so long. I felt like a huge weight was lifted off my shoulders and I had my family back together. The feelings I felt that whole day up until seeing him is just something I could never forget. He was supposed to come home a few days before but it got changed and it was so frustrating. His new time was going to be two in the morning and I remember being so exhausted. I woke my son up literally as I was walking out the door. He was such a trooper, while we waited for daddy he played with a little American flag and just crawled around. The second we seen him I started crying, and my son could not stop starring at him. I was so nervous about how our son was going to react to him. He was so young when he left and now almost a year old and had established fears. He was very nervous around men since he was not around many with his father being gone. But he went to his daddy like he knew exactly who he was and nothing made me happier than that moment.  We have been through deployments before but this was our first one with a child. This was a whole different experience that you could only understand if you have been through it. I am so thankful for my husband and everything he does for our family. Often when I think about him being gone and when he comes home I just think about myself and how I struggled and how I felt. I forget to think about him and how he is struggling. Seeing his face when he picked up our son just put me completely his shoes and made me realize how much he is sacrificing. He missed six months of his child's life, I could not imagine. This was for sure an evening I will never forget and always cherish.",1.0,In this event I got my husband back from a six month deployment. It was our first deployment with a child and something I will never forget. The whole evening was so special.,90.0,Recall,0.67343223,Recall
3LEP4MGT3HMA1FZ9D5K90FFS80KBD4,3207,3PL7HUHY,30.0,woman,native,1.0,1.0,5.0,5.0,67.97894050115326,How I ot see my favorite band and my celebrity crush upclose,recalled,The lead singer walked by were I was standing,0.625,,,,,"The most memorable and enjoyable experience I can think back to, happened to me a few months ago when I got to see my favorite band perform live. This happened at a previous job I worked for a few months back. At the time I was ushering at a convention center. My responsibility was to greet the people and direct them to their seats for the event. on that night my favorite band was going to be performing. At the time I didn't know they were going to play because I did not thoroughly read about the event prior. They were the last to play onstage. After they had played a few sets it was time for their last song. Before the last song started one of my managers  told me that the lead singer was going to walk by the upper stadium were I was at during the start of the song. This was exciting for me and I almost could not breathe because I really loved the lead singer and was very fond of him. Just as stated before he did walk by were I was as he song the last song. I was so close to him that I patted him on his side to get his attention. He didn't hear or see me because it was so loud in their and security guards were pushing people away from him. Even though I couldn't talk to him I was content with seeing him up close and touching him. After that night I moved on to work some were else. It was the perfect way to end my last night at that job though",1.0,This story is about my experience seeing my favorite band play live at my previous job. I also express how it was important because I was able to see the celebrity I loved the most at this time.,3.333333333333333e+29,Recall,0.6656761,Recall
3PS7W85Z80OYUBG91B6SED2OP979TP,1313,FGQ35ZXE,35.0,man,asian,1.0,3.0,4.0,5.0,4.499809670330264,about my wife's unexpected pregnancy.,recalled,I found out my wife got pregnant.,0.25,,,,,"During this last summer of 2019, my wife and I went to cruise for the Bahamas for the first time in our marriage life. We were very excited about the first journey. On the second day, we took an elevator to go up for a breakfast buffet. In the elevator, there was a lady and we did strike a small talk about the nice travel. During the breakfast, my wife didn't say anything but just eating. I didn't really know why she was upset and later got to find out that she was very uncomfortable about my talking to the lady in the elevator. She said she felt ignored by me. I said, it was just a casual conversation and I didn't have anything to do with the woman. My wife however kept saying she was unhappy and this trip made her very depressed. I felt upset too because of her ridiculous behavior and mindset. However, I didn't want to ruin the rest of the time, and we made love in the cabin. She was hesitant in the beginning about my signal for having sex, but she seemed to be agreeable on it. It was good, or should I say much better than a normal sex at home partly because of the trouble and getting lid of it by expressing our feeling for forgiving each other. Four weeks after the travel, I was very busy at work and she called me saying she thinks she was pregnant. Oh my gosh! What a nice surprise because we had a hard time having a baby for a long time! We presume that the emotional sex during the cruise made it happen and we were so happy. Life is unpredictable.",3.0,"My wife and I went to cruise to the Bahamas. During the travel, we fought but ended up making love. She found out that she has been pregnant and believes it happened during the travel.",90.0,Recall,0.6648599,Recall
3SKEMFQBZ4RZDN7C2AMMDQKHCV68K1,926,CJY08U8U,30.0,woman,other,3.0,5.0,3.0,5.0,5.010635294096256,losing and finding a pet.,recalled,the kitten ran into my arms.,0.125,,,,,"My dog was diagnosed with lymphoma a year ago and was on chemotherapy. She was responding quite well to it and her lymph nodes reduced greatly in size. But then a few months ago,, overnight the lymph nodes doubled in size and she looked so miserable. I decided that she was not having a good life anymore. It would be selfish for me to hold on. I brought her to the vets where she was euthanized. I remember being in the room and seeing her close hers eyes. I tried so hard not to cry, cause I didn't want her to see me like that as her last memory, but I couldn't help it. I was so devastated knowing that I would never see her again. That day, I went out for a walk because I couldn't stand staying at home. On that walk, my normal path was under construction for some reason. I decided to go down random streets this time. While I was passing a bush, I heard some noises of crunching leaves. When I turned, there was a kitten standing there. I bent down and the kitten cam running into my hands. She was so small and dirty, covered in fleas. I decided to take her home with me. I cleaned her up and fed her. She was so well behaved, I thought she was someones pet. Because I just lost my dog that day, I was very scared that I would lose this kitten too. I put off taking her to the vet, but I eventually did. I needed to see if she belonged to someone. When the searched for the microchip, I was so nervous. But it turned out that she didn't have one. I was so relieved.",5.0,"My dog, who had lymphoma, was suffering so I had to make the hard and unselfish decision to euthanize her. It was such a horribly sad time, but on my walk that day, I found a sweet kitten who brought some hope and happiness into my life.",150.0,Recall,0.6645951,Recall
37UEWGM5HUU3PR0MT9M4ZSJN1NY1RR,6327,JJHVXQJ0,25.0,woman,native,1.0,1.0,4.0,4.0,68.48976612491926,my brother's surprise visit on his birthday.,recalled,he came to home without informing.,0.875,,,,,"This incident happened nearly five months ago. My brother's birthday was nearing. He was with us for every birthday. But this time as he was in another country he was unable to come. We contacted him to come to home but he said that he was busy in his work. We really felt sad to enjoy his birthday without him. As he was not coming, we didn't arrange for any party at home. His birthday arrived. That day morning door bell was pressed by someone on early morning. To my surprise it was my brother. I was stunned for some minutes. I shed my tears after seeing him. Then he consoled me and got prepared to enjoy his birthday. Soon we arranged for a birthday party and invited our friends. We enjoyed the surprise party to the core.",1.0,I felt sad for not enjoying my brother's birthday party with him as he was not with us. Suddenly on the birthday he made a surprise visit and made me emotional.,5.555555555555556e+29,Recall,0.66336286,Recall
3FTF2T8WLS4QMSK3WGB31X9NWI0W9A,1577,QNN7ITKB,25.0,man,white,3.0,4.0,4.0,3.0,2.6390573296152584,brother getting engaged,retold,the boy fell,-0.25,,,,,I remember a time when i was going to my mothers house last week.  I was going to my brothers wedding i was so happy and excited for him.  I remember when he always talked about getting married.  This was such a big day for him to get married.  I remember going to the wedding which was in my parents back yard.  I remember my brother had a very big smile on his face since he was getting married.  It was a very great time for our family and friends to get together for this big event.  I remember my brother walking down the aile.  I remember shortly after the bride came down  the aile after him.  It was a very exciting time.  SHortly after the ring boy came down and this was very funny because he fell over.  The end of the story is that they finally said there vows and got married.  After my family met for food.  It was a very fun time to say the least.  Everyone seemed very happy on this day!,4.0,{},14.0,Recall,0.66097784,Recall
3E7TUJ2EGD8RDMKCFL6D99K2VHX9DH,1144,WKFCY4RY,35.0,woman,white,1.0,5.0,4.0,5.0,4.0943445622220995,dealing with anxiety,recalled,I figured out my anxiety was so severe I quit my job.,0.125,,,,,"Two months ago, I decided to return to the work force. I had been a stay at home mother for seven years and earned my college degree while doing so. My last child was entering kindergarten and I knew I would have more free time. I got lucky and was offered an amazing job at my children's school. I prepared myself mentally to adapt to this significant change in my life and I was looking forward to earning an income again (and not just relying on my husband to be the financial provider) and being around other adults regularly. The first week of work was training. It was intense; much more intense than I realized it would be. I felt so out of place and my anxiety was at an all time high. By the last day of training, I was an emotional mess; I felt inadequate, under prepared, and completely out my element. I remember going home and having an anxiety attack which made me feel like I was dying. I was so upset, nervous, and sick that all I could think about was failing. It should be noted, that I am generally a very positive and confident person. I graduated top of my college class with a 4.0 GPA and received glowing recommendations. However, on that weekend, I felt like the lowest person in the world. My anxiety became so overwhelming, my husband was worried that this would do long term damage to my self worth. Monday morning at 6 am, I decided I couldn't do it. On the first day of school, I walked into the principle's office and quit. I felt like I let down everyone around me. It was awful. It was such an emotional day. After a few days of reflecting on everything that had happened, I decided I needed to get some help. I visited my doctor and got on a higher dose of anxiety medicine. Within a week, I was fine. and back to my old self. I decided to learn from this experience and work on my anxiety.",4.0,"After being a stay at home mother and college student for seven years, I went back to work. Unfortunately, due to extreme personal anxiety, I was unable to do the job and decided to work on my emotions and anxiety. I now work from home.",60.0,Recall,0.659836,Recall
3X65QVEQI19C9WF74MESUCTFAB0LCO,1153,KJ8O7T68,35.0,man,white,1.0,1.0,3.0,4.0,5.1929568508902095,the birth of our 4th kid,recalled,"the quick labor, and my truck being out of fuel",0.5,,,,,"This morning we went to the hospital to get checked out. The Dr. told her that she was dilated to a 5 and that she should probably stay there in the hospital, but she was far to stubborn for that, after that this was our 4th kid. After we left the hospital she said that if she was gonna have a baby today that wasn't going to do it on an empty stomach. So we went in town to get some food. She ate everything on the menu it seemed. I think she got 4-5 different dishes, it was funny. After eating we went ahead and drove the 45 mins home. We sat around and watch TV and did some other things the rest of the day, then we put the other kids to bed and went to bed ourselves. Ate 3am she wakes me up and say Shes having hard contractions. I wake up and ask her how hard to realize that she cant even move and that they are back to back... awesome. I call her mom and tell her to come over and sit at our house while our kids slept so we could go to the hospital. I get dressed and try to get her outside to my truck, she cant get off the ground to get in while having contractions so i literally picked her up and threw her in. Her mom still wasn't there, I called her and for the first time in my life told her to do something ""you need to get here, we gotta go"" I said. We went ahead and left our kids at home since she was only a minute away and I drove as fast as my truck has ever driven. There I was driving 100+ in an 8200lb truck down the interstate nervous as she kept having contractions in my truck turned around bent over holding the back of the seat. it was nuts. Then I looked down and noticed I was on E. Oh shit. This thing better make it in. We finally made it, I had driven a 45 min drive in 20 mins, new record. We get inside, 10 mins later we have a new baby. What a day that was. It was so close to disaster the whole time. I was spent, and we both went slept great that night, even the new baby slept awesome.",1.0,"My wife was gonna have a baby any minute, but felt she had all the time in the world so we waited around until the last minute.We almost didn't make it cause her labor was so fast, and then my truck was also out of fuel on the way to the hospital. It was too close!",180.0,Recall,0.65788615,Recall
3ZWFC4W1UVTUF6UU081POUNHDGKFRM,4059,PYMSJ0YG,30.0,woman,white,1.0,1.0,4.0,5.0,3.4011973816621555,about my surprise Birthday party.,recalled,I arrived at the party and found that it was for me,0.375,,,,,"I was thrown a 33rd birthday party by my children in September. They had planned it as a surprise party, and it included all of my favorite foods including carrot cake which is my favorite kind of cake. There was also hot wings and hot mustard sauce, which is another favorite of mines. I felt so proud, and honored. The little people i had raised all pulled together to organize something especially for me. Usually they are doing more fighting than working together. It moved me so much, that it brought tears to my eyes. y children seen how moved I was and also started to cry along with me. they had purple balloons all over,  and an separate table was filled with gifts just for me. I was able to sit at the head of the table in a chair that had ribbon taped to it. The chair felt special I felt special that day. I have never had anything this over the top for myself ever in my life. I often think about it. I often look back on all the photos that we took that night, and think ""I am so lucky"". The event made me feel as though I have raised some awesome children.",3.0,"the restaurant was more upscale. When they picked me up Saturday we went straight to the restaurant. I walked in behind my children and to my surprise there was all of my family, and close friends gathered in our own little private section.",30.0,Recall,0.65586406,Recall
3X0H8UUIT2A8R7G25MBUISEDUMRSWL,1446,MZQ70JMR,55.0,man,white,1.0,3.0,3.0,4.0,3.737669618283368,Getting together with my family on Labor Day weekend.,recalled,I sensed that my teenage niece is a little afraid of me.,1.0,,,,,"I saw my 15 year-old niece with my brother and his wife during the last Labor Day weekend.  She had finished her first year of high school, and was starting her second.  She had changed quite a bit since I had last seen her earlier in the year.  She stood up straighter when she walked, and was more serious, in her face and the way she talked.  She seemed much more like a young adult than the child I had known for so many years.  She had her cellphone, and used it adeptly, like it was never difficult to learn.  She spoke more slowly and more eloquently, and I was able to have conversations about more serious topics with her.  As I talked to her that day, I wondered what she would be like as a 25 year-old adult in 10 years.  I wondered what her career would be, and if she would be married by that age.  I had always liked her as I watched her grow up and change, but this time was different.  For the first time, she was someone I could talk to as a young friend, not just a silly little girl with a short attention span.  I looked forward to hearing her stories about high school and college in the years to come.  I didn't just feel the love that I always felt, but this time I felt respect for the young woman growing up before my eyes.  I also wondered how she perceived me, this middle-aged man that she saw every few months, without really knowing much about him.  Unfortunately, there was also an unexpected change that I did not see coming, one that bothered me and made me uncomfortable.  For the first time, maybe because of my height and deep voice, I sensed that she was afraid of me, something that I never wanted to happen.",3.0,"I got together with my mother, brother, his wife and his teenage daughter for an afternoon last Labor Day weekend.  We ate, drank, talked and laughed, sharing stories about our lives.  My niece had not only changed as a person, but also changed in her relationship with me.",42.0,Recall,0.6550166,Recall
3K9FOBBF2I5V00CYTCN6ANNR9GQNLM,1414,DVC336PG,25.0,man,white,1.0,1.0,4.0,5.0,4.0943445622220995,my proposal to my girlfriend of two years.,recalled,my girlfriend jumped into my arms,1.0,,,,,"Two months ago, the best day of my life happened. I should start with some backstory. I met my girlfriend in 2017, we had some mutual friends and became friends through them. We instantly hit it off and started a great friendship. That quickly evolved into a romantic relationship within about a month and we began dating in August of 2017. We have had a pretty incredible relationship, obviously not perfect but we always come out of situations on top, together. I knew that I wanted to marry her pretty early into our relationship, but I also knew it was something that I didn't want to rush into. She didn't want to rush into it either. We very much wanted to take our time getting to know one another and just enjoying our lives together. Earlier this year, I decided I wanted to propose on our two year anniversary, and I started getting things set up to do so. I picked out the ring with the help of her sister, who is her best friend, and got on with planning the proposal. I decided the most important place to us would be the perfect place to propose, and that's at a local park where we shared our first kiss. In order to ensure that she didn't suspect anything, I had her sister suggest to her that we go on a double picnic date in that park with her and her husband before we went for our anniversary dinner alone later that night. We would then take some photos together as a group and just the two of us. Since she believed it was her sister's idea, my girlfriend suspected absolutely nothing. When it came time, my girlfriend's sister suggested that my girlfriend and I pose for a couples photo, and as we were stood next to each other, I stepped back, got down on one knee and proposed. She was shocked and overjoyed, and after realizing what was happening, jumped into my arms and said yes. It was one of the happiest moments of my life, knowing that I will be spending the rest of my life with this woman. I know our wedding day will top this, but it was such an amazing day that we will never forget.",1.0,I had my girlfriend's sister invite us on a double date picnic on the day of my girlfriend and I's anniversary. I surprised her and proposed while we were taking photos. She said yes.,60.0,Recall,0.65444374,Recall
3AMW0RGHOEOLRLRWL4GDR4WBES0PNZ,1219,9Z4RLJDM,18.0,man,white,1.0,1.0,3.0,5.0,4.787491742782046,about a relationship anniversary,recalled,when the dogs were attacking the poles to the tent,0.875,,,,,"Within the last days I celebrated my three year anniversary with my girlfriend. It was 3 years on June 14th so we drove up into Cherokee, North Carolina from Georgia in order to go camping. We left in the morning and first went to the shops went we got into Cherokee and we got awesome new moccasin shoes that were fuzzy on the inside for our lazy few day trip. We drove into the campground after we ate a burger in town for dinner. Pitching the tent was really fun, because my two dogs were attacking the poles as we were trying to set it up; my girlfriend was laughing and smiling cheek to cheek. We got the tent pitched and decided to get the fire started before we brought our supplies into the tent, so I went up to the main office to buy some kindle and firewood. I built a massive fire with the help of my girlfriend and she took all the credit to herself as per usual. She's always proud of herself for funny things like that. We brought a plastic chest full of snacks and supplies so we would definitely not go hungry. Usually couples go out to dinner and date, but we ate out of cans for 3 days! I think this is definitely a main reason why I lover her. We don't have to be like every other couple. We're unique. When we were done there; we didn't want to leave. Neither did the dogs! We watched all of our movies we had downloaded on our computers and drained our powerbank so we couldn't charge our phones, so being a 21st century couple, we went back to civilization! I had a blast and I know we will never forget our awesome time.",2.0,My girlfriend and I celebrated our three year anniversary and went camping. We had a great time for three days with our dogs with no worries but our movies and eating. We're a unique couple and we won't forget our three-year anniversary!,120.0,Recall,0.6535668,Recall
