AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,story_type
3RJSC4XJ11GEDFH60J51IMVHD0P50J,1807,CZOG8B2A,18.0,man,hisp,4.0,3.0,4.0,4.0,5.010635294096256,about graduating high shcool,retold,Feeling sad,0.375,,,,,"When I graduated high I was initially very happy. I was happy as I was going into a new phase of life.  I would have endless opportunities and be more of an adult. However, I never too the time to look at the downsides. With this feeling of independence came additional feeling of loneliness. I never stopped to think about how my life would change for the worse. Lots of my friends were going to different colleges and different cities.  Many of the people that I grew up, I would no longer see so often again. My entire life in terms of the social relationships that I had formed would go on to change.  I would only really come to the brunt realization when I had to say goodbye to my friends. I had stayed home to go to a local college so I had to watch many of my friends leave.  Also when I saw that many of these friends were going on to make new friends, the situation become even more difficult. I felt like I was being replaced as I was not forming new connections like they were.  I felt like I was still in high school while they were actually moving on. The entire transition was just hard.",2.0,I graduated high school. After that I realized my life was changing in the sense that the people I grew up with were no longer going to be with me.,150.0,Recall
39PAAFCODNMWRITC4CBO6VRLFZ6VT2,3541,I9CHA6AS,25.0,man,white,1.0,3.0,5.0,5.0,1.9459101490553128,being in an armed robbery.,recalled,I saw 2 armed men pointing guns at people in the convenience store.,1.0,,,,,"Last Thursday started out like any other day, but boy did that change. I headed to class at my usual time of 10:00 a.m.  I decided to stop by the convenience store and grab a coffee and a snack on the way. That was a huge mistake. I was standing in line waiting to pay for my items when I hear someone scream loudly! I look towards the sound and see a man holding a woman at gunpoint. Another man emerges with a gun and tells the cashier to empty the cash register into a bag. The cashier complied and the men ran from the store. The cashier had tripped  the silent alarm, so the robbers were caught before they could get into their car. When all the police started streaming into the parking lot, with guns drawn, it was the most surreal feeling. Almost like watching a television show. Thankfully, nobody was hurt and the bad guys were arrested. The whole ordeal was over in less than 10-minutes. It was probably the most frightening 10-minutes I have ever experienced. I found out today that the robbers were teenagers. They will be tried as adults. I don't want to be afraid of going into a store for the rest of my life, but being in an armed robbery is very negative emotionally. This event did remind me to enjoy each day because we never know when it might be our last.",4.0,"My day started as normal as any other day, but soon took a turn for crazy. I was involved in an armed robbery of a convenience store. Nobody was hurt and the robbers were arrested before they could escape with the money.",7.0,Recall
3E7TUJ2EGD8RDMKCFL6D99K2VHX9DH,1144,WKFCY4RY,35.0,woman,white,1.0,5.0,4.0,5.0,4.0943445622220995,dealing with anxiety,recalled,I figured out my anxiety was so severe I quit my job.,0.125,,,,,"Two months ago, I decided to return to the work force. I had been a stay at home mother for seven years and earned my college degree while doing so. My last child was entering kindergarten and I knew I would have more free time. I got lucky and was offered an amazing job at my children's school. I prepared myself mentally to adapt to this significant change in my life and I was looking forward to earning an income again (and not just relying on my husband to be the financial provider) and being around other adults regularly. The first week of work was training. It was intense; much more intense than I realized it would be. I felt so out of place and my anxiety was at an all time high. By the last day of training, I was an emotional mess; I felt inadequate, under prepared, and completely out my element. I remember going home and having an anxiety attack which made me feel like I was dying. I was so upset, nervous, and sick that all I could think about was failing. It should be noted, that I am generally a very positive and confident person. I graduated top of my college class with a 4.0 GPA and received glowing recommendations. However, on that weekend, I felt like the lowest person in the world. My anxiety became so overwhelming, my husband was worried that this would do long term damage to my self worth. Monday morning at 6 am, I decided I couldn't do it. On the first day of school, I walked into the principle's office and quit. I felt like I let down everyone around me. It was awful. It was such an emotional day. After a few days of reflecting on everything that had happened, I decided I needed to get some help. I visited my doctor and got on a higher dose of anxiety medicine. Within a week, I was fine. and back to my old self. I decided to learn from this experience and work on my anxiety.",4.0,"After being a stay at home mother and college student for seven years, I went back to work. Unfortunately, due to extreme personal anxiety, I was unable to do the job and decided to work on my emotions and anxiety. I now work from home.",60.0,Recall
39PAAFCODNMWRITC4CBO6VRL6O4TV3,3044,85QICT3U,18.0,woman,asian,4.0,2.0,4.0,2.0,6.345636360828596,about a vacation event worked on,recalled,when i encountered an guy who was really scared,-0.5,,,,,"Over my vacation from my job, I went to Casper. I took on a side job that lasted for over 3 nights. My side job included me planning and managing an exciting extra event  of the planned show. The event was organized to happen in different locations of the show area. In the locations there were settings made to surprise selected fans attending the show by deceiving them. One of the special location straight out of one of the horror movies, where they was a clinic next to graveyard where zombies popped up. In the clinic there was a psychopathy patient, doctor and staff going on with surgery. Of all the fan that visited to the location, the most memorable was this one experience with the group of three people than came in. All action were being recorded in cameras. The three fans came in through the entrance with fear, and coldness on their faces. They went to the surgical clinic room first where they witnessed the surgeon doing a surgery an accidentally cutting the eye then the patient would wake and kill all the staff and head towards the fans. Two of the fans went straight back trying to open the door back which obviously was closed, so they headed towards the next area frantically leaving their friend behind. As for the friend, he was basically glued to the ground no matter how much the actor tried to make him to move, shocked to the point of fainting while standing, while peeing himself. Even after everything was over the person still did not move until about 30 minutes. In the end the friends has to come back in to get him to go back outside to continue the event.",5.0,"On vacation, a side job was taken to plan an event, where we would surprise fans of an concert. An encounter with one fan was the most fun where they got scared to point of being glued to the ground",570.0,Recall
33LK57MYLURCL2L7G9V1HW8VBNTSZ7,1072,31IAC3GO,25.0,woman,black,1.0,1.0,2.0,5.0,1.9459101490553128,Traveling to a temp agency to get a job,recalled,I missed a signature on my paperwork,1.0,,,,,"I've been out of work for six months. Earlier this month I was finally able to get an assignment from a temp agency. Getting the job itself took planning and luck. I don't have a car so I had to take four buses and commute five hours to make it to the temp agency. Once there I had to submit my application all over again even though I filled one out online at home. The ""interview"" was rather unprofessional but I needed a job so I wasn't going to complain. I took my drug test and received my orientation date, then left. I made it back to the bus stop in good time so I didn't have to wait another hour. The rest of my commute went smoothly. While I waited on the bus that would begin my trip home, I received a phone call from the temp agency. In my haste, I missed a signature on my drug test paperwork. Without the signature my drug test would be invalid and I couldn't attend orientation. I was asked to come back and finish the paperwork, but I didn't want to risk missing buses back home. Since the orientation was scheduled for a few days later, I asked if I could just retake a drug test before the orientation. The agency would have the documentation they needed and I would have time to get everything done. Thankfully the temp agency obliged and I was able to get everything done and start orientation on time.",1.0,I received an assignment from a temp agency. I needed to complete my paperwork so that I could start orientation on time.,7.0,Recall
3VZLGYJEYMWKHJ76AJ1OG4PO4GAXZ7,1241,DA9ZAOL3,50.0,woman,other,1.0,1.0,2.0,5.0,1.9459101490553128,family history sharing with my mother.,retold,I learned that many of my relatives died from diphtheria.,0.0,,,,,"My sister and I sat down with my mom to talk about her family tree. I knew vague details of our family history, such as Great grandpa LeBrun marrying a native american woman from the Kalapuya tribe in Oregon and settling down on the Willamette river area, but there were a lot of details that were either never shared with me or forgotten. My younger sister got  a subscription to an ancestry website and the three of us started digging and telling stories. I learned that my Great great grandfather was part of a group that voted for the area that is now Washington State to become part of Canada. I also learned that my great grandfather was a tax collector that raised horses. Among all of these stories I learned that my great grandmother lost nine of her eleven children to diphtheria. The only reason my grandmother and her twin survived is because they were kept in the snow outside and warm bricks were wrapped up and changed 24 hrs a day.  My grandfather, her father, inherited a huge sum of money from his tax collecting father. At one time he owned 500 acres of Willamette Valley bottom land, (which now grows incredible wine grapes) He was the first in his family to graduate HS but couldnʻt get a job because he was half native american so he started drinking heavily. This led him to be missing or in jail for large portions of time, leaving my mom and her mother vulnerable to threats from the local KKK. She told me about being followed home as a child, how they would threaten to burn her house down. She was so sad when she told me about how they couldnʻt even afford a proper lock on the front door. I wanted to learn more but I didnʻt want to press the sadder issues until she felt ready to share. Along with the sad times there were a few moments of levity. I learned that even though my great grandmas side of the family were native americans they were also very tall! Mom said they were all built like bears!",1.0,Mother relates how she was terrified of the KKK growing up. I heard that she grew up with an abusive father but I didn?t know that she also feared for her life from the KKK because her father left the house.,7.0,Recall
3R5F3LQFV36XNATE9SESXRYUXZ7ZOJ,1202,35K3EDHT,18.0,man,black,2.0,5.0,2.0,4.0,5.1929568508902095,learning how to lose,recalled,when i missed the winning shot,-0.125,,,,,"A event in my life that comes to my mind is a very sad experience. I was at a basketball game it was the championship game the crowd was packed everything was perfect the game was close the whole time all the way until the last play. I had the ball in my hands and I was ready to win the game. I went to the basket for the game winner and missed I was devastated. My team lost I was crying and it made me very emotional because I felt like I let everyone down. After the game we had the award ceremony the worst part I think was standing up trying to smile while receiving runner up trophies. It was the best season that we had and it all came down to one play and I couldn't get it done. It was a lot of emotions going around because my family had came to watch the game and I wanted to put on a show. This event is very significant to me because it showed me how to lose. Winning is probably one of the best feelings in the world but you learn more from a loss. That's why I chose to talk about this story and not any other. This writing task was challenging, and fun in any ways. It made me think while also reminiscing it was a very interesting task. It brought up feelings of regret, anguish, and lastly relief. Mainly because I know that moment is over and it helped shape who I am today I don't have to take it as a failure. This task overall was very fun and interactive as a whole. I look forward to performing well in the second portion.",3.0,The story basically is about a loss turning into a win.By learning that failure can teach the greatest lessons.,180.0,Recall
3J88R45B2HKQ3F50NA3MP6N9XXKPXS,1462,2LIAQ4DU,30.0,man,hisp,1.0,1.0,3.0,3.0,2.6390573296152584,my cousin's birthday,recalled,my cousin threw a tantrum in the middle of the store.,0.5,,,,,"This event occurred about two weeks ago. I was going shopping for a birthday present with my little cousin(she's 8). So we went in, and spent about 45 minutes just browsing around the store, trying to pick a toy that she would like. My little cousin wasn't sure which toy to pick, but I told her that it couldn't be more than 20 dollars. However, she insisted that she wanted this miniature action figure that was well beyond the price range we had agreed on. When I firmly told her no, she began throwing the biggest tantrum I had ever witnessed. She was crying her lungs out, and no matter what I did, there was no quieting her. Given that I detest when children do this, I forcefully grabbed her by her wrists and got her out of the store empty handed. Not only did she not get the toy she wanted, but I told her that she could forget about getting anything else. She looked at me with eyes of rage, and just stopped talking to me for a few days after that. My aunt wasn't particularly happy with the situation but she took my side that it was the best thing that I could've done. That doesn't mean that I felt happy by the outcome, but I think teaching kids at early age that throwing fits like those are not going to solve problems. A few days before her birthday, I went and had a serious talk with her explaining how what she did was wrong. She eventually apologized, and told her that if she still wanted a toy. She ended up just going for ice cream, saying that she didn't want anything else. Fortunately, her birthday was a success, and seemed quite happy for having all her family and friends with her. I did ended up buying her that toy that she wanted because I think she showed maturity when she apologized for what she did, and wanted to reward her for that.",2.0,"It was my little cousin's birthday and went to choose a present for her. She threw a tantrum at the store, and got mad at her. Eventually she apologized, and learned a valuable life lesson in the process.",14.0,Recall
3VBEN272MLLCULQ2QH7CWPSPP5DGSP,558,ZT28KCP5,25.0,man,white,1.0,2.0,3.0,4.0,4.0943445622220995,A vacation to the beach,retold,When my dog had swam in the water,0.375,,,,,"I greatly enjoyed that day at the beginning of summer. It is a time I look back on fondly, and many good memories were formed during that time. I went to the beach and I walked around, relaxed, and enjoyed the sites. The weather was not too hot and not too cold, there was also a nice breeze and the water was just right. I think the fact that I had enjoyed myself so much on that day signaled a sign of a good summer. There were a lot of fun things that happened on the beach. I played with my dog. We both went swimming and I laughed at the way he swam. I had also remembered to bring my fishing pole, as there is a dock there. I was not lucky enough to catch anything. However, I still appreciated the meditative atmosphere of the act of fishing in itself. Even though I was not able to catch anything, I still had plenty of various snacks and meals for my dog and I. The sunset at the beach was very beautiful. I enjoyed the wide array of colors, and the sounds of the birds as they wound down for the night. I left after dusk, and I did not encounter anyone there the whole day. I slept beautifully that night as I was plenty tired after a full days outing that I had just taken. I still think back on the day often and I plan to make it a yearly trip to enjoy and signal the beginning of summer.",2.0,I had realized the weather was becoming nice. I decided to take advantage of it and go to the beach. I had a good experience and enjoyed myself greatly.,60.0,Recall
3QFUFYSY9Z1NE0SWPW5CG1C79FD4FJ,1740,VN45R8KW,55.0,woman,white,1.0,1.0,3.0,5.0,4.499809670330264,My 18-year-old daughter graduating from high school.,recalled,I realized how much she had accomplished since graduation.,1.0,,,,,"I was thinking about a memorable event that occurred recently. I think that I would like to talk about graduation day.  I have four daughters that I adopted from China. They are beautiful girls turning into beautiful and very special women.  As the school year for 2018-2019 was winding down, I was getting ready for my second daughter to graduate. This was an exciting time. She was very excited and could not wait to walk onto that stage. I was so proud of her. I couldn't contain myself. She exuded confidence and held her head up high.  She was always quite the go-getter. She signed up for many clubs and ran some of the clubs as well. She was always willing to help someone out and was liked by her teachers. I was proud of the way she carried herself. When she applied for college, she was accepted at every one she applied for. Of course she took the one that was at the top of her list. I write about graduation because right now I am getting ready to take her to college. She has had a jam-packed summer. She started her first real job and just completed it this week. She will always have that retail experience under her belt and will always be able to find a job in this field. If that wasn't enough, she took on a second part-time job as well. She also purchased most of the items for her dorm herself. Okay and if that's not enough, she has also accepted her first job at college. I digress. Watching her walk down the aisle at graduation was amazing.",1.0,"I was thinking about my daughter's high school graduation. It brought up memories, but it also led me to examine what happened afterwards - her summer.",90.0,Recall
3YJ6NA41JC2P8V0B66OLYXFUUMUJP5,1448,2GQN97FU,35.0,woman,other,1.0,1.0,4.0,5.0,67.5734753930451,about July the 4th,recalled,feeling welcomed into the family and getting to know them.,0.375,,,,,"What a great day this July 4th was spending time with the family while on vacation in Texas. Today started off the same as normal with coffee and breakfast. My brother in law which I call my brother always treats us well.  Then we had to get ready for today's big BBQ.  This is what I was looking forward to. You see we live in California so we do not get many holiday's with immediate family on my husband side.  Texas is where his parents, brothers, sisters, uncles, aunts, and so many more. Our child got to have a fun filled holiday with everyone, especially her grandparents.  Everyone came, there was so many people there that we love and cherish.  I got to meet a lot of new family members.  What makes this the best was my child got to spend time with her family. I will always remember this day because this is the day that I felt more welcomed into this huge family.  Great food with great people and some fireworks at the end. This is one of the best July the 4th's ever.  I hope to have many more holidays with our family.",1.0,Spending a holiday with family that lives far from us and having the best time. Making connections with family that I really did not know very well.,2.222222222222222e+29,Recall
35L9RVQFCP469UDHZSKUWQME0VRUHV,2241,EG1D61AA,30.0,woman,other,1.0,1.0,4.0,4.0,4.787491742782046,traveling to Vietnam,recalled,crossing the street in Vietnam takes confidence and predictability,0.5,,,,,"In June, I went to Vietnam. I've always wanted to ride a motorcycle across the country while tasting delicious food along the way. It seemed like an idyllic adventure. Many tourists do it and the Top Gear episode on Vietnam was pretty great. In June, I had the opportunity to go and live out that dream. I arrived in Ho Chi Minh City which is still called Saigon there. I will be referring to it as Saigon. I'd been there a couple of times before and it was as chaotic as usual. The first time crossing the street was hard. I'm use to crosswalks, drivers stopping or atleast slowing down, and 95 percent less people on scooters and motorcycles (which from now on I will collectively call motorbikes) . In Vietnam, if you want to get from one side of the street to another, you just walk with confidence and predictability and the motorbikes will just move around you. Traffic in Saigon is madness. So many people, so many motorbikes, so many cars. And rules I didn't read up on. I bought a motorbike. It was a 125cc underbone scooter. Getting out of Saigon sucked. Heavy traffic and lots of exhaust fumes. But once out to Saigon and on a road less traveled, being on a motorbike, even an underpowered one, was incredible.",1.0,I traveled to Vietnam because I always wanted to ride a motorbike across the country. I bought a 125cc motorbike and had a great time.,120.0,Recall
3YWRV122CTLDGJCOWOQOJDTFXB8U8L,2130,QY4U9AQ5,35.0,man,black,1.0,1.0,4.0,5.0,4.499809670330264,A Friend's Lucky Chance.,recalled,That I actually won some money in a place I only suffered losses.,0.125,,,,,"A few months ago, I was in desperate need of some extra income.  The reason, I needed to purchase equipment and a new computer so I can self-teach myself animation and improve on my drawing/sketching ability.  Unfortunately, I did not have the funds to pursue my goals. I had to do something but I was not going to force anything that cost me money or put me debt.  I was bit sad about the situation because like some things in life, people want immediately results.  I needed to be patient, something I have always had an issue with.  However, I was not going to force the issue this time as I had mentioned before. One night out of the blue, a friend and had not hung with for a while wanted to meet up and chat with me about things going in his life and things going on in my life.  My friend picked me up on a Saturday afternoon and we just decided to drive around and talk about life. Because we became hungry after a while, we decided to head to the local casino and eat at the buffet.  You just cannot beat all-you-can-eat for a good price.   Also, I had not been to the casino in years because the last time I went, I cost myself over $100 and vowed not to go again.  However, my friend wanted to go and I did not want to stop him.  After we ate, we decided to sit down and play a couple of slot machine to waste time and test our luck.  As luck would have, I ended up winning about 400 bucks off of just $20 I spent.  My friend did not know I was down to my last 50 before going to the casino, so this money came in hand in a big way.  Now, I am not a religious guy but I will admit I looked up and said thank you to whoever the big man or woman is in the sky.  That money was more than what I needed to get the equipment I needed to purchases as well as purchase a low-cost, online animation course that set me on my way.  I was even able to give my friend $50 just for the hell of it. You just never know when you will be blessed with positive things.  I was so happy that I couldn't contain myself and almost started to cry but held together and just kept a joyful laughter for about a 5 minutes.",1.0,"Luckily, I was blessed with winning close to $400 at a local casino that afforded me the opportunity to get what I needed at the time after a friend invited me to hangout with them.  You just never know when, who, or how you will be blessed, just keep believing and have faith you will receive it.",90.0,Recall
3FTF2T8WLS4QMSK3WGB31X9NWI0W9A,1577,QNN7ITKB,25.0,man,white,3.0,4.0,4.0,3.0,2.6390573296152584,brother getting engaged,retold,the boy fell,-0.25,,,,,I remember a time when i was going to my mothers house last week.  I was going to my brothers wedding i was so happy and excited for him.  I remember when he always talked about getting married.  This was such a big day for him to get married.  I remember going to the wedding which was in my parents back yard.  I remember my brother had a very big smile on his face since he was getting married.  It was a very great time for our family and friends to get together for this big event.  I remember my brother walking down the aile.  I remember shortly after the bride came down  the aile after him.  It was a very exciting time.  SHortly after the ring boy came down and this was very funny because he fell over.  The end of the story is that they finally said there vows and got married.  After my family met for food.  It was a very fun time to say the least.  Everyone seemed very happy on this day!,4.0,{},14.0,Recall
30JNVC0ORA6EH160IJ0PMPPPX9SHQI,738,RQ0IYNZS,40.0,man,white,2.0,3.0,4.0,5.0,4.787491742782046,my wedding day and our new marriage.,recalled,certain family were there to offer us well-wishes.,0.5,,,,,"I was married four months ago to the woman I love.  It was a very emotional event, as it became clear to me that my life was going to change in many different ways.  In fact, it's changed in ways I didn't even realize until now!  When we exchanged vows, it became real and when we were united, I felt that my life belonged to someone else.  We understood that there would be difficult times, but there would also be joys.  I believe we're both strong enough to get through the rough times.  It was emotional seeing her walk down the aisle, knowing that she too was vowing to change her life forever to be with me.  With all our family and friends around, it was a major event in our lives.  The well-wishes and happy thoughts we received from people were very touching.  Seeing everyone come together for our special event was a moment I won't forget.  The excitement and jubilation of everyone was infectious.  The planning was difficult but it was all worth it on that special day.  I hope that we can keep that feeling going through the rest of our marriage.  I know that with the help of our family and friends, we will.  Our love will get us through.",2.0,"I got married a few months ago and it was a very emotional time for everyone.  Family and friends were there to offer us well-wishes, and their continued support will see us through the difficult times in our marriage.",120.0,Recall
3IOEN3P9S85A38221LJ6OXSRGJK166,2432,QSJY4NW2,30.0,man,white,2.0,3.0,3.0,4.0,5.1929568508902095,a cross state moving trip with girlfriends parents gone wron,recalled,the fridge falling onto my bookcase,0.875,,,,,so6 month ago i moved from north florida to south florida .it was a pretty scary experience as i have a home full of stuff. it was scary moving all my valuables treasures and all the other stuff me and my girlfriend have worked hard to obtain. frist we had to find a place to stay so we looked it was stressful until we found a place. finally we were ready for the move. my girlfriends parents helped us. her parents and myself dont always see eye to eye. i have loaded up moving trucks and moved before so i had an idea of how i wanted it done.  we started by moving the heavier of ll the items into the trailer. they wanted to stack everything their way and i didnt feel as if it was safe. we talked about it and they got on my nerves quite a bit. we finally got it all loaded up i wasnt very satisfied with how it was all loaded up. we got about 10 mins down the road and the fridge her parents loaded up shifted and fell on a bookcase. i was very mad because i knew they had no intention of replacing the bookcase. i was very very mad. the 4 hour drive we had ahead of ourselves was very tense and very enjoyable. when we got to the house and saw all the damage i was devastated. I learned my lesson about trusting them with such a job. my bookcase is still busted i havent replaced it becuse i dont have the money. the whole ordeal was very messy.,2.0,i moved across sate. my girlfriends family tried to help but botched the job. some of my stuff got broke. it was a tense day.,180.0,Recall
33F859I567ZRDV4BZ13ZR0UQB9RBH0,1306,9A8H9MJ8,35.0,man,white,1.0,1.0,3.0,2.0,4.0943445622220995,A dream about my mother.,recalled,Everything in the story was surprising to be honest,0.5,,,,,"A couple months ago I had the strangest dream.  For me however, there was nothing strange about it, it's very run of the mill.   For me, the strange part, is that I actually am taking the time to write it down.  The dream started with me laying on my childhood bed.  My mother in the next room started complaining about the noises outside her window and how she was trying to sleep.  I peaked out of my window and looked  towards the neighbors ' house, not much noise coming from there.  I decided to go outside and see what else was going on.  Ahh, this must be what she's barking about, a father showing his son how to use the recycling bins.   ""It's nothing Mom!""  I yelled as I headed back to the bed room.  In that instant I remember being semi conscious it was a dream and a voice, either my own, or maybe even the father outside made a comment somehow unknowingly on the situation: ""See when you work for 30 years, you earn the money to build a life for you so that you can enjoy your life after."" Unlike my mother's situation where she lay in bed jobless, complaining.  I went in the living room and noticed drawers full of pink starburst, ""Just like in real life.""  I thought, knowing I bought a bag about a week ago, having a brief second of knowing that this was all a dream.   Shortly however I was back to being unaware.  I thought about our neighborhood and what it would look like with a lake.   ""We could shoot all kind of game!"" Explained a man who was suddenly in my living room.  I asked ""Do you think they would stock it with bass?""  Figuring a hunter would know such things.  ""Of course!"" He replied.  I then realized that this was all a daydream.   To which point I thought if I told my mother she would try it and relax for a bit.  It kept going but I think this is a good summary for now!",1.0,I basically gave a summary of a dream I had recently.   I have very crazy dreams that I would love to share with anyone willing to listen.,60.0,Recall
3G5F9DBFOQJ6M92H4IUZSCOX584VHS,1789,382G7247,25.0,woman,white,1.0,2.0,2.0,5.0,4.787491742782046,my dads illness.,recalled,I got the news he needed a dialysis machine to get by.,0.5,,,,,"It was just a few months ago when I learn that my dad needed dialysis in order to survive. This was a sad moment because he always seemed to be strong. Kidney failure began a few years ago until they no longer worked without the help of a machine. The news totally shocking as we thought he had more time and also hoped he would recover without needing this machine.  Its bee a few months since he started this process and he has lost a lot of weight. It makes me really sad but I know this is all a part of life and I´m thankful we have the technology today to have him with us for many years to come. Its been several months of changes but in the end we will support him and be there for him with positivism and with a lot of energy as we know this will make him better. My siblings and I talked long about this and about the necessary course of action and we all agreed to be strong for my dad. We need to be there for him, help him with his medicine. My dad is stubborn and doesn’t like others to help him. We need to find a way to be there for him without triggering negative responses. Its been a couple of months filled with challenges. I think about all the families that have similar struggles some of them early on. I am happy to be with my dad, to have him with us. I hope he gets better and we will be with him every step of the way.",5.0,My dad is sick and needs dialysis to get by. Its been really hard because of all the changes. My dad is strong and I know he will continue to pull forward.,120.0,Recall
30ZX6P7VF9HTGOZ548D92K71L2G2JX,695,0RDHM4V0,30.0,man,white,2.0,2.0,5.0,5.0,4.787491742782046,overcoming a family of crime.,recalled,my mother left my father.,0.375,,,,,"When I was younger, my father was heavily involved in an illegal gambling business. I was just a child, but still I was forced to keep our family secrets. It affected me greatly, and because of those experiences I found it extremely hard to trust people. I wasn't allowed to have friends over like the normal kids, and my parents were often gone on the weekends. They would come back smelling of booze and drugs. Di-spite the circumstances, I still felt loved by my parents until I was a teenager. I never doubted my mother's love for me, but my father was a different story. His negative nature was very hard to deal with. I believe he didn't care for my sense of wit and humor, but one might say he was insecure. Eventually, I came of age and joined the military. It was during that time that my father became abusive with my mother and she finally decided to leave him. She came to the base where I was staying and attempted to gather her mind. I remember how distraught she was. I was unaware of the sheer abuse she had been protecting me from during my childhood. He then collaborated with a group of men from a drug affiliated gang. This was when my father's life went completely south. He began using meth rather than the upscale drugs from before. He was arrested on charges of drug trafficking, and spent a few years in the penitentiary.  Finally, nearing the end of his life, he drank. He drank so much in fact that he gave out on the toilet with a bottle of liqueur nearby.",5.0,"A drug lord's legacy, and how I overcame it. The tales of an abusive man, and how his tragic life affected me. The results of learning your family secrets.",120.0,Recall
3MD9PLUKKJ0F5PT28DEFI2YPOTPZNG,1125,UW9LOP8T,18.0,woman,white,1.0,1.0,4.0,5.0,4.499809670330264,Getting my husband back from deployment.,recalled,How my son acted when he seen his dad.,-0.125,,,,,"The event that comes to my mind when I think of something recent was three months ago. I got my husband back from a long deployment. This event was so memorable because of our son and how excited he was. It was also very emotional because we had been apart for so long. I felt like a huge weight was lifted off my shoulders and I had my family back together. The feelings I felt that whole day up until seeing him is just something I could never forget. He was supposed to come home a few days before but it got changed and it was so frustrating. His new time was going to be two in the morning and I remember being so exhausted. I woke my son up literally as I was walking out the door. He was such a trooper, while we waited for daddy he played with a little American flag and just crawled around. The second we seen him I started crying, and my son could not stop starring at him. I was so nervous about how our son was going to react to him. He was so young when he left and now almost a year old and had established fears. He was very nervous around men since he was not around many with his father being gone. But he went to his daddy like he knew exactly who he was and nothing made me happier than that moment.  We have been through deployments before but this was our first one with a child. This was a whole different experience that you could only understand if you have been through it. I am so thankful for my husband and everything he does for our family. Often when I think about him being gone and when he comes home I just think about myself and how I struggled and how I felt. I forget to think about him and how he is struggling. Seeing his face when he picked up our son just put me completely his shoes and made me realize how much he is sacrificing. He missed six months of his child's life, I could not imagine. This was for sure an evening I will never forget and always cherish.",1.0,In this event I got my husband back from a six month deployment. It was our first deployment with a child and something I will never forget. The whole evening was so special.,90.0,Recall
3KYQYYSHYWTUK9OIHAPV6ZFRGLKODB,940,QR10SQ52,30.0,woman,white,2.0,2.0,4.0,5.0,4.499809670330264,my journey to spiritual healing.,recalled,"I didn't lose my faith, but I deconstructed it.",0.875,,,,,"In the last few months, I discovered who God is for the first time in my life. I first became a Christian when I was eleven years old. It was honestly a traumatic experience for me because I was raised in churches that were, to be bluntly and brutally honest, cruel to my family and me. My parents were ostracized for many, many things, including the fact that my dad had an old navy tattoo and my mom homeschooled us. Were were basically the poster children for teasing and humiliation. As I grew older, my perception of God grew more and more confused. In fact, I developed a true and utter terror of God and Jesus. Churches pounded hell, fire, and brimstone, so I just turned myself over to serve God out of terror. When I became a Christian, I broke because I felt that I was still sinning or forgetting to read my Bible sometimes, or losing my temper. I felt that I needed to be rebaptized since I didn't read my Bible all the time due to forgetting, or the fact that I was going through puberty and would sometimes lash out at my family. I now know that I have PCOS and PMDD, so that explains a lot, but my old self thought I was clearly unregenerate and worthy of hell even in my saved state. I would pray the ""sinner's prayer"" every night out of fear that I wasn't living perfectly enough and, should I die, I would burn in hell. I eventually felt that I lost my faith. After losing my grandmother, my faith in God dwindled away, piece by piece, because I was angry that an all-powerful God could let this horrible thing--this death-- continue when He had the power to stop it. I was going to a very modern church, and I felt even more disconnected because the church never spoke of much of anything except ""self help."" I felt like I had to leave there, but I was afraid. So I began tearing up the Bible and deep theology, determined to understand God in ways that I never had before. I read words of wisdom from the Bible and great Biblical scholars like Swindoll, McGarthur, J.C. Ryle...I couldn't sleep at night, because, as I was digging deeper, I realized that I never truly understood the Bible until then. Never. I would sleep little, spending late, late hours of the night in study and prayer. It was life-changing because, out of this ""metamorphosis,"" I began to truly connect to God and understand our purpose on this earth. I understood the plan--why Jesus had to die, why His timing for ending the world is perfect, and why we shouldn't fear death if we put our faith in Him. It all began to make sense -- the meaning of baptism, the reason we struggle with sin...God is our advocate to walk with us through it all. We don't have to be perfect -- we strive, we pray, and we constantly crave a deeper connection to our God. It changed me, and I am walking the path to re-baptism because I truly love God and His plan for our lives.",2.0,This is a testimony of my true conversion at thirty-one years of age. I am a spiritual convalescent.,90.0,Recall
