AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,scalar_text_sequentiality,story_type
32SCWG5HIIQDK0L4MNUWPTAQXC1P6F,1209,DQRMUDM7,25.0,man,white,1.0,3.0,,3.0,4.0943445622220995,friend dying,imagined,cared for children,0.875,,3RSDURM96B8B6T6KJS9DE8VEU6JYEM,1.0,had a friend die of cancer,"Recently My closest friend passed away. She had ovarian cancer for long time and didn't know it. She loved to take care of the children in the neighborhood. Some of the children were in poor families.  They would come by every evening. And eat supper that she would fix. They loved her spaghetti. And would usually get school supplies if they needed it. It was few months back she went to the hospital to get a check up and had tests run.  The results came back and she learned that it was inoperable and she had short time to live. In the short time she had left. She decided to make a charity for the children of the neighborhood.  Even in death she took care of the children. her home was turned into a home for children in need.  The home and charity feed and shelters children just like she would, she was a amazing person.",1.0,An amazing friend of mine recently passed away.  She dedicated her life to helping children in our community.  She loved and gave to all children like they were her own.,60.0,1.4806028119494392,Imagined
3GA6AFUKOPAMA00YK8OT9HWE3AQH3T,1602,K5ED8F5O,40.0,woman,white,4.0,2.0,5.0,5.0,5.010635294096256,my surgery,recalled,I had to wait several hours before surgery,0.5,,3GA6AFUKOPAMA00YK8OT9HWE3AQH3T,,,"About 5 months ago, I had a kidney transplant. It was very scary and exciting all at the same time. I knew I would have a transplant for a long time, as the kidney disease I had was the result of Lupus. When my kidney failure reached end-stage, I went into treatment that kept my kidney function at a certain level. It was a level that was low enough to allow you to be considered for a transplant, but not emergency-level yet. Doctors said if I could stay at that level of function, I could still live many years without needing a transplant or dialysis. After a couple of years, I started getting kidney stones and sometimes they needed surgery. They started to harm what was left of my kidney function, so I got my transplant.  The day of the transplant, I went with my husband. We had to be at the hospital very early and we left the house at 4 am. We aren't morning people and we were both nervous but there wasn't anything to really say. So we sat in relative silence for a while in the hospital room. It was about 3 hours util I went into the surgery theater. As they were wheeling me in, I couldn't believe it was actually going to happen after all the time I spent learning and worrying about it. I was very scared but I had to meet so many people and answer so many questions that it kept my mind occupied. I remember shaking with nerves while I talked to the anesthesiologist. That was the most scared I got, but it was the last thing before they started giving me medication. I don't really remember much after our conversation, until I woke up in recovery. I asked for my husband right away and I was so releived and happy. He was right there waiting so from then on he was by my side.  Once I got into my room, he stayed with me until it was late at night. After that first day I could only see him every afternoon because we lived two hours away from the hospital and he also had to keep working. I was so happy to go home after 10 days.",1.0,This is a story of why and how I got my kidney transplant. It detailed my experience and feelings right before surgery until I went home.,150.0,1.031024878703045,Imagined
38F71OA9GUI3IQH2V0582VT8LQQMFK,6107,6ZTH19HN,30.0,man,white,1.0,4.0,,5.0,4.499809670330264,My toddler Son.,imagined,I make my family beautiful,1.0,,3ZGVPD4G6U3D02YM590RR14H4CNTZG,5.0,I was very close about this story because which makes me very happy.,"It was happened three months ago.  I was really fear and getting very worry about my son.  Sometimes my son did not do any thing without the help of myself.    Nowadays it was really very hard thing to manage my son activities in home.  My wife works at home.  But she also do not know about how to tackle or manage my toddle son's non stopped activity.  Three months ago my toddler son broke his arm while I was not around on him.  My also doing some work in the house.  So she did not know how to make the first aid kid.  So she suddenly make a call for me and telling about the incident. I was really getting very sad about the incident of my small child  Because I love my son very much than everything in this world  So, that I am not able to tolerate this incident.   I was totally blanked and think of my child's pain while going to the home.  My colleagues are very support and make myself calm and help me taking my child in the hospital   After the injury of my child I often took permission or leave.  But the manager of my office may understand my situation.  because he is also a father of his child. And also I spent more time for my toddle kid making himself very enthusiastic and enjoyable.Nowadays I was really very like to spent more time between my son and also my wife.  Which decision made myself very happy and energetic to do my works properly in my office and also in my house so I just giving the best advice to all married couples is being very good to your child and family which makes you very happy and made your life fulfillment.  Nowadays my life is very beautiful only because of my lovable family. Unexpected event that changed my Life Sometimes things happen in the lives of people that they have no control over. When these things happen I call them life experience, and they often leave people muttering the words Why me From time to time, actions of others affect my own. Other times, an act of irresponsibility and immaturity on people’s part could cause life changing events on our loved ones and on us. From bad events, I have learned.  If you want to be happy you should spent more time with family members. always do more things for you family makes you happy and feel proud to yourself.  Families are an integral part of one’s life it does not matter if you have a small or big family as long as you have one. A family serves as the first school to the child where one learns about various things",1.0,"My toddler son breaks his arm, while I'm not around.  I hoped for no break, but found out in the end it was broken and it didn't end up being that bad.",90.0,1.1988963999874096,Imagined
3O7L7BFSHFBPGTRFFANASK1Q5QJEI1,907,GUV0OSYC,18.0,woman,white,1.0,2.0,3.0,5.0,5.1929568508902095,My experience having a NICU baby.,recalled,I learned how much sleep deprivation a human can handle,0.625,,3O7L7BFSHFBPGTRFFANASK1Q5QJEI1,,,"Birthing children is stressful, but the anxiety of caring for a newborn baby is even more stressful. I have an oddly shaped uterus that has a wall down the middle, separating it into two chambers. This condition causes my babies to run out of room quicker than usual and there will always be a chance of them coming early. This was the case for both of my kids. Recently I gave birth to my second son and he was much bigger than my first which resulted in him coming much earlier. He had to stay in the neonatal intensive care unit for the first few weeks of his life and it was very sad and exhausting. He was too small to nurse directly at the breast so I had to pump milk every 3 hours, day and night. I had to stay at the hospital in his room if I wanted to be able to hold him at his ""touch times"" so I was getting, at most, 1.5 hours of sleep at a time, for nearly 3 weeks. The level of sleep deprivation a human body can handle is truly insane. I met some amazing people that also had babies in the NICU. It's really cool to see all the different family dynamics. There was a huge Amish family that had a baby there as well. I got to ask some questions I had always wanted answers to. It was a cool experience even though my memory is very foggy, probably due to the sleep deprivation. I am so incredibly grateful for the amazing NICU staff for accommodating me in every way possible.",2.0,My son was born early and had to stay in the NICU for a few weeks. I got a crazy lesson on sleep deprivation while staying there with him.,180.0,1.010353790119591,Imagined
3BV8HQ2ZZXN6XWF2X4CZZYLVZDR6AH,1131,170VL2NX,30.0,woman,white,1.0,1.0,,2.0,3.0445224377234235,Friend and I got together for a night.,imagined,Chef cracked an egg on himself.,1.0,,3VA45EW49O90SE861H505XEI1JEO1I,2.0,Ive been to Hibachi and a carnival. I have fond memories of both.,"Three weeks ago I had the absolute pleasure of hanging out with my best friend. She lives around 3 hours away due to school so we always plan and get together when possible. For this trip we decided to check out the local Hibachi grill for dinner then go peruse the carnival that just so happened to be in town this weekend.  When she arrived, I couldn't help but give her the biggest bear hug since it had been so long since our last meet. We decided that we would try a new Hibachi place that had opened up in town for dinner. When we were seated, we got paired with a group of people who were celebrating a birthday. Everyone was jovial and incredibly friendly. Our grill chef was also such a pleasure. Everything was going great, he was flipping shrimp and making the flames almost lick the ceiling. We stared in awe as he balanced an egg on his cooking flat. Unfortunately he made a mistake while doing his flare. Poor guy ended up tossing an egg, and instead of catching it; it landed flat on his head and broke open. There was egg all over him!! It was hard not to laugh at this guy's misfortune but he took it like a champ. After a brief recess he was back at it to finish up our dinner. When our bellies were nice and full we headed off to the carnival. There were lights and rides and games everywhere. My friend even won me a giant teddy to keep as a memory of the night. To end the evening we rode the Ferris Wheel. Looking at the city lights twinkle against the night sky was awe inspiring. I will never forget the time we had together and we are already planning our next trip!",1.0,"My friend and I that haven't seen each other always get together a few times a year to see each other since we live far apart. We worked on our plans so we knew what we were going to be doing during this weekend event. We went out to dinner, as well as went to a carnival.",21.0,1.473243427250392,Imagined
3KXIR214I523D6GK11Q5WIII0B824X,1093,IXD8E7EB,30.0,man,white,1.0,4.0,5.0,5.0,4.499809670330264,losing my sister to alcholism.,recalled,I found out that at only 46 years old my sister would be dying soon.,0.875,,3KXIR214I523D6GK11Q5WIII0B824X,,,"My sister passed away last month but I found out she was dying about 6 months ago.  It has been a long sad process although this fate has been in the cards for quite some time now.  She was an alcoholic for most of her adult life and things had gotten quite bad over the past several years.  She disappeared and was out of touch for the past five years or so, we'd only hear where she was if she ended up in rehab, jail or the hospital. Last March I get a phone call that she is in the ICU and has only a short amount of time to live. I try to get back to see her but am unable to for a couple months.  This lead to a trip home in May and I wasn't even sure if I would get to see her. She happened to be back in the hospital the day after I landed and I was able to go in for a visit. This would be the last time I'd ever get to see my sister. She was so different and sick and completely ruined. She had been an brilliant young woman, beautiful  and could have had anything but she fell victim to a lack of family support and the harms of drugs and alcohol. I admit that I have had my own struggles throughout my life and often have thought about my sister while trying to straighten myself out, even long before she passed away.  She passed away one month ago to the day and it has been life-changing in many many ways, I'm trying to be better everyday so that I can find a way to honor her and not let her death be in vain.  I want to be able to help others that find themselves lonely and lost, like she often was. There is much that I need to learn and a lot of growth that I need, the loss is still fresh and I often find myself confused about how I'm feeling lately. All I know is that I'm changed and I won't let her memory be lost.",5.0,"I found out in March that my Sister who struggled with alcoholism throughout her life only had a short amount of time to live. I was able to fly home to see her in May, this would be the last time I saw her.",90.0,1.014271143689834,Imagined
3ERMJ6L4DZEQ3X2WDH7WE3GQX1Q7MQ,1521,4DBDP94P,55.0,woman,white,1.0,3.0,,5.0,1.9459101490553128,the day my dog got sick.,imagined,That the vet could not tell me why bear was ill.,0.75,,3N1FSUEFL6MQGGE0YQAMS19MXCID4M,5.0,It was something that actually happened in my life.,a few weeks ago my poor dog bear was so sick.  I did not know what was wrong with him.  I called into work to tell them I had an emergency and would be out for the day.  I rushed bear to the vet.  I was so scared he is like my third child and I could not stand it if something happened to him.  When we got to the vet they took him right in.  I was so nervous but the vet was calm so I tried to be as well.  They gave me several meds for him.  The vet did not know what caused the episode so that has me worried.  It could happen again if I do not change whatever caused it in the first place.  I felt unsettled because I did not know if it was something he ate or if he was allergic to something.  What if the next time it is even worse?  I did not know where to even start to try and find out the cause.  I decided to take him back to the vet in a couple of days for a recheck and to talk to the vet in depth about steps I can take to make sure he stays well.  I hope the vet does not think I worry too much.,1.0,"My dog got very sick one morning a few weeks ago, and I had to take the day off work to rush her to the veterinary hospital. She was placed on many medications to help with the symptoms, but I still do not know what caused the sickness to occur in the first place.",7.0,1.4285481958105726,Imagined
3W92K5RLWV3U6GIM3GTQ3FL79SHV5A,1398,VY8T1WNC,30.0,man,white,1.0,3.0,5.0,5.0,3.555348061489413,relationship breakup,recalled,my girlfriend ended our relationship without any signs.,0.875,,3W92K5RLWV3U6GIM3GTQ3FL79SHV5A,,,"Well, I am 34 year old man. I had been in a relationship with a woman for 17 months. I was completely in love with her. Given my age, how long we were together, and how much I enjoyed her, I was thinking about proposing. I've never met anyone else in my life that I wanted to spend the rest of my life with. However, she decided to end our relationship. We were living together for the past 6 months. She came home from work like every other ordinary day and told me she wanted to talk to me. She told me she didn't see a future with me anymore. I was completely blindsided. I initially felt shock then panicked and tried to talk her out of it. I was quite emotional and she remained calm. She left and told me she would come back on the weekend to gather all her things. Not a day has gone by since that I haven't thought about it. It was emotionally devastating when it happened. Nothing much has changed since.",4.0,I was in a relationship with a woman for 17 months that I wanted to marry. She decided to end our relaionship.,35.0,1.293394494936942,Imagined
3H7XDTSHKDD5127BAMHDTEVA6FQGWQ,4018,G00IBU4F,35.0,woman,white,1.0,3.0,1.0,5.0,4.0943445622220995,Much needed therapy,recalled,I found myself able to speak about past events that bothered me,0.625,,3H7XDTSHKDD5127BAMHDTEVA6FQGWQ,,,"About three months ago I started going to see a therapist. I had been suffering from anxiety and depression for a really long time, and I had been suffering in silence. The first day of therapy I realized this was something that I had been needing for a long time. It wasn't until our third or fourth session that more memories started coming to the surface. These memories had been repressed for quite some time and I finally felt like I had somebody to talk to about them to. I didn't feel any judgement, there was no eye roll or glaring. There was no, ""that was a long time ago, get over it"". I was able to just speak the words as they came to me. I'll never forget that experience. Once I finally began to breathe deeply again she told me how proud she was that I was able to share all of those things with her. I really recommend therapy for anybody that has things on their mind that they feel they need to keep to themselves. The session is all about you and they won't make you feel like you are a burden for taking the time to speak to them. You don't have to worry about them discussing your personal matters with friends or family that could come back to bite you. Your information that you share is private and at the same time you're sharing it with an actual person. I remember feeling a massive amount of relief that I had discussed my life so thoroughly and was made to feel normal afterwards. Any other time I've touched on past issues with friends or family, I didn't feel relief, I felt annoying and like I was  dragging them down. The therapy session I had at week three or four is exactly what I had been needing for years. I will never forget that experience. I felt ten pounds lighter at least, and any time those memories surfaced and started to affect me I would just remember everything that was said to me during the session. That I don't need to hold onto those any longer. I can let them go. They no longer have the power to affect me. Easily the most memorable experience that I've had this year.",2.0,I started speaking to a therapist about issues that have haunted and weighed me down for years. I had never been able to talk about things fully with anybody without judgement before. It was an experience that I will never forget.,60.0,1.0131449561808707,Imagined
30ZX6P7VF9HTGOZ548D92K71JPYJ24,1102,CCOKLDJD,35.0,man,white,2.0,3.0,,5.0,1.9459101490553128,My Step Father and his exhibiting signs of a Stroke.,imagined,The full recovery was made after the seriousness of the matter.,0.25,,3RGU30DZTBUJNS3YEQWTHTLZPM2JM2,5.0,"My father actually had a stroke in 2008, got very ill also - recovered somewhat, but eventually passed away from the damage to his body from the stroke.","It was one week ago that our world changed forever. My step father, a very healthy man most of his life, was suddenly struck ill with a possible stroke. As a family, we've always been close. We generally know when one or another is sick or feeling bad. He had exhibited signs and symptoms, but we could not get him to respond or go to the Doctor. It really upset us that we could not get him to go. His stubbornness initially made us mad, but we got past that. He was just too ill to feel mad at during this dire situation. Upon visiting the doctor at the ER, he was diagnosed with a Subdural Hematoma. A Subdural Hematoma is what doctors refer to as a traumatic brain injury - which is in effect a collection of blood between the covering of the brain. It is very serious and can lead to death or disabilities if left untreated.  The Doctor will usually put you on a blood thinning medication such as Warfarin if your body is able to respond. Fortunately for our family, he got there in the nick of time. He is resting, recuperating, and responding to treatment and prognosis is looking great for a full recovery. We now wonder if his initial stubbornness was the result of the stroke - that is, the symptoms of not fully understanding the seriousness of the matter and deciding against going to the hospital.",4.0,"My step father exhibited signs of a possible stroke. Initially he wouldn't go to the doctor and my mother would not take him against his will, but eventually we talked him into going. The doctor found he had suffered a Subdural Hematoma. He is now receiving the proper care and treatment.",7.0,0.8732057863851151,Imagined
32Z9ZLUT1M6BWPTK368LXKUP640HOG,2848,1QP18CGJ,25.0,man,white,1.0,1.0,,1.0,3.0445224377234235,having an abortion.,imagined,it was the best decision for the family.,0.375,,3Y5140Z9DY2TDKG5OO3LMW0UGDUPIZ,1.0,Can't relate.,"I never wanted kids. It just never appealed to me. My family and friends might have wanted me to have them but it really wasn't their decision to make. I just didn't see kids in my future. And I was pretty strong on feeling that that wasn't going to change. It's hard for some people to think that I'd be so firm on this, but again, it was my choice. That being said, I did get pregnant not too long ago. It's hard for me to talk about this still but about six weeks ago I had an abortion. I didn't like the idea of going through with it but I was still just as firm on not having kids. I had enough problems focusing on myself. I was confused, and I was saddened by having to go through all of it. But I had to do what was best for me. I had to do what was best for my family too. Those that don't understand will just not be able to understand. I did what I felt was right.",1.0,"Approximately, 3 weeks ago I had an abortion. I felt sad, confused, upset and hurt by this experience.  I am confident that I have made the right decision for myself and my family.",21.0,1.2372000228218536,Imagined
3ZDAD0O1T2ZOV7Y74RC6UGO6OC1TXN,1363,F52UWTZP,40.0,man,white,1.0,1.0,,1.0,3.0445224377234235,bumping into an old girlfriend,imagined,she agrees to call me,0.875,,3DHE4R9OCXXJPM94W2S657FLL4I2GS,1.0,have met up with old girlfriends but never continued beyond that random run in,Walked into the supermarket the other day and saw Sarah. Shes an old girlfriend from highschool. Haven't spoken with her in easily 20 years. After not talking for 20 years there was plenty to talk about. In all the talking I learned we both were divorced. Still single even. Which is nice. Allows us both to talk about whatever we want without worries. Some partners get jealous when talking to ex's. So it was a great conversation. Hope to do it again soon. So I offered up my number hoping she would give me a call back. She agreed she would. Even said she had a good time. So there is hope that she will. Could be a lot of fun. Even if it doesn't lead anywhere but a fun night. Would be worth it.,1.0,A guy sees an old girlfriend that he hasn't seen in 20+ years.  They are both single after failed marriages and decide to keep in touch.,21.0,1.6990695519033951,Imagined
37W3JXSD67U5NTSB4S3J0E2E2C0YWJ,2573,E0JLFLUG,35.0,man,asian,1.0,3.0,5.0,5.0,4.499809670330264,Brother come to meet,recalled,shock make cry everybody,0.5,,37W3JXSD67U5NTSB4S3J0E2E2C0YWJ,,,"I always wanted a baby brother or sister because being the only child got lonely sometimes. I always sat there in my room, playing with my Barbies, but always wanted someone to play with. Of course I had friends my age, but “they couldn’t live with me,” my mother repeatedly told me after my crying sessions when they left. I wanted someone to mess with and blame things on. If I took the last cookie off the plate, I couldn’t blame anyone. It was clearly me. I mean, I loved being spoiled by both of my parents, but my dad wouldn’t want to sit down and have tea parties with me and my stuffed animals, and my mother got tired of it after an hour or so. So where did that leave me? Alone with Mr. Penguin with his overstuffed white belly, and my favorite pink bear with the bright yellow hat that I can’t remember the name of now. It was hot. Well maybe it wasn’t, but that’s how I felt. I tried to hide the tears that were about to come down by smiling. That always worked. “Cool,” I said. My dad could see that there was some subliminal message that I wasn’t telling him, but he went along with it. I stared into the baby’s big brown eyes, complemented by long eyelashes I envied. He looked back at me and smiled. “Hi Legend, I’m your big sister.” It was a regular day after school, but I decided to go over my dads for a little while before I went home. My dad picked me up from Broad & Olney and on the ride to his house, he blasted some good ole hip hip in his oversized truck. When we reached a parking spot, he stopped me. “Symone, I got a surprise for you.” “What is it,” I said eagerly.",2.0,"Brother who live far away from the family come to meet his family, giving surprise and happy moment for every one in the home.Surprise to every one living in the home",90.0,1.4525272321849565,Imagined
3WI0P0II62EXHMGY926Z0UKWQW6RD0,2682,G2YZ97HZ,40.0,woman,na,1.0,2.0,,5.0,3.332204510175204,Celebrating my husband and I anniversary in Las Vegas,imagined,wen we  took the gondola ride,0.25,,37UEWGM5HUU3PR0MT9M4ZSJN1NJ1RC,5.0,Personal story,"Summary:My husband and I went to Las Vegas to celebrate or anniversary,3 months ago we had so much fun. We woke up early in the morning to flight to Vegas,in the plane was so incomparable,my husband is a big men,we were like sardines;But we were so excited that we didn't mind it that much. We landed on Vegas,the excitement and happiness we felt it was amazing. We took a shutter to get to our hotel MGM Grand amazing hotel,we got a suite with a Jacuzzi ,huge room we loved it. We relax for a little bit took showers and get dress up really nice,we got ready for a Vegas show Zumanity amazing adult show I can""t say much about that but we loved it. After that we when and eat dinner in Margaritaville we got nachos 1 for both, the night was just getting started. We went back to our room change my high heels to flat shoes,we went  downstairs and play roulette,I didn't do that good,my husband win 200 dollars. We were jumping hotel to hotel,luxor,exalubur and Madalay bay. We didn't when to sleep until 4 am Vegas time. We woke up around 10 am, we didn't have time sleep or rest;We had only one more day to go. We took a shower get ready for the day. We went downstairs for the Mgm Gran buffet,you go in and so much to eat and drink,we ate everything that we could. After brunch we walk the strip; Bellagio and Venetian are breath taking so beautiful; Bellagio water fountain has a great show. Inside of Venitian the roof is breath taking,and it has a gondola ride in the middle of the hotel. We got in the gondola ride, is so romantic,they sing for you and they show you the beautiful sights of the hotel. It was time to go back to our room and get ready for our next show. We went to see the Jabbaawockeez, it was a fun show.",1.0,"I was married on a nice warm day to the love my life. We were surrounded by close family and friends. Very intimate setting, with wonderful food and music.",28.0,1.2584275846977666,Imagined
3BWI6RSP7HVSR9AJWJJD1VBHPKSE78,4902,OT49TIGY,30.0,man,black,1.0,1.0,3.0,4.0,68.48976612491926,"my cousin's birthday, which she went on a cruise for.",recalled,I was able to play a perfect game of basketball on a cruise ship,1.0,,3BWI6RSP7HVSR9AJWJJD1VBHPKSE78,,,"Back in March of 2019 my cousin celebrated her birthday by having a family cruise, which was set to go to a few different islands. I had never been on a cruise before so from the time I got to the port I was in complete amazement. Once we were on the ship and did the safety class my family and I went to explore all that we could do on the ship. A lot of my family hadn't been on cruises before either so it was a new experience for most of us. We partied for days, literally, but it was so much fun. We did everything from gambling at the casino to dancing in the clubs when night time came around. Not to mention I think we all ate more food than we ever ate before. When all food is included (except for alcohol) it's hard not to stuff your face with any and everything that's being cooked on the ship. Another cool thing that a lot of us enjoyed was playing basketball on the upper deck by the swimming pool. I had no idea that I would actually be able to play a game of basketball and it would feel like I was back home on the playground. There was absolutely no movement at all on the court so there was no difference than playing on solid ground instead of a ship in the water. By the time it was time to go back home everyone in my family was disappointing because we were having so much fun. We got back to the port, went through customs, and proceeded to get into our cars. Everyone looked at each other in disappointment but agreed that we'd definitely do it all again. I had a lot of fun with my family and was grateful that my cousin decided to celebrate her birthday by going on a cruise.",1.0,"My cousin decided to go on a family cruise for her birthday. We got tickets, met up, and had fun on the cruise.",5.555555555555556e+29,1.119839521918947,Imagined
3R9WASFE2023HXGLAPV2AXPGBQ4ZFB,1117,3AEGMBTA,55.0,man,white,1.0,2.0,,1.0,4.787491742782046,an injury I sustained,imagined,Twisting my ankle and rupturing my tendon.,0.375,,3K5TEWLKGWX6I4D1A0CKSOPC3ZCVI4,1.0,"I can relate to the idea and the event, but it is nothing I feel inspired to dwell on. ""Sh*t happens"" and life goes on.","Four months ago I made a bad move while playing soccer. I twisted my foot and ruptured my Achilles tendon in the process. Ouch! I immediately knew that I had a serious injury. The pain shot up from my ankle area and I could no longer stand up.  A couple of my fellow players helped me to a bench and I sat down, hoping that it was just a sprain that would heal up with time and ice.  But it soon became apparent that I should probably get the thing looked at. I didn't think that I could drive with my injury, so I got a friend to drive me to the clinic,  The doctor told me I was in for a long recover. Bummer! So I have been limping and babying my foot since that day. The tendon seems to be taking its sweet time healing. I am getting very tired of hopping along on crutches, but that is my fate until I am whole again. At work they call me ""Hopalong"". I think that I will play soccer again, but I will use ace bandage wraps on my ankles from now on. Life goes on, and all kinds of other things are happening to me, but this one handicap is certainly right up there at the forefront of my daily living.",1.0,"In April, I ruptured my Achilles tendon while playing soccer. Since then, I have been slowly recovering.",120.0,1.190590970551491,Imagined
3DZQRBDBSM1B09EEV20SDV3HA6Q3SP,1216,Q5L3UZ88,50.0,woman,white,1.0,3.0,,3.0,1.9459101490553128,retiring from my job,imagined,I was given a trip to Italy,0.25,,38F5OAUN5OY4BJ1LMKRJMY8UG617H9,2.0,I identify with the story because I quite my job 23 years ago to raise my family.,"One week ago was a whole new beginning for me. After being at the same job for 25 years, I worked my last day. I had thought long and hard about this decision. I enjoyed the people I worked with and I made a good living, but I was bored with my job. Plus, I would miss seeing the same friendly faces every day. But I wanted more out of life. I wanted to travel and spend more time with my family. I wanted time for myself. My company was having a big retirement party for me. They laid out a big spread of food and there was a delicious retirement cake. My company gave me a watch to thank me for my 25 years of service. On top of that, my boss gave me some new luggage that he said I could use with all the travelling I wanted to do. The biggest surprise of all, was that all the employees chipped in and paid for a trip to Italy for my husband and I. They were really sending me off in style! I could not believe it. After the retirement party, I went and finished packing up my office. I was more emotional than I thought I would be. My coworkers that I was closest to, came by to give some private good byes. I had special gifts for all of them. I knew we would stay in touch, but we would not be chatting everyday any longer. The time had come for me to leave my office for the last time. I had such mixed emotions as I walked out that door. Now, one week later, as I am packing for my trip to Italy, I know I made the right decision. There is so much more to life than working, and I am ready to get out there and live my life to the fullest!",2.0,"I left my job for the last time.  I was retiring.  I had mixed feelings, but it was time.  I gave few gifts and packed up my stuff.",7.0,1.46730660140321,Imagined
3NPFYT4IZDQKQ2C1KRDZVX9H378GXZ,2940,RYN1EIYJ,25.0,man,white,2.0,3.0,,4.0,5.010635294096256,hardship and triumph,imagined,a Hurricane hit our new home,0.5,,3BXQMRHWK0KS18ESQP07OVUA535MU7,3.0,I've experienced a bad Hurricane living in New Jersey.,"It's been a whirlwind month for my family and I. Just as we finally saved enough for a down payment on a new home, we also got hit by one of the worst hurricanes the state has ever seen. Our soon to be new home was flooded! I was shocked and very upset. I can remember the exact moment when we were told by the realtor that the sale may not happen at all. The house would have to be reinspected. I prayed that things would work out. About a week after the original closing date the news came in. We would be able to move in! We were all very happy, especially my son Jimmy. Coincidentally, this was also Jimmy's birthday week. Jimmy was so excited not only about the house, but his birthday. He's always very excited when it comes to this time of year. So this year we decided to do something special. We organized a fourth birthday party and housewarming party all in one! We wanted to share this special time with all our friends and family who were very supportive all along. I can remember the joy on little Jimmy's face that day. It's something I'll never forget.",3.0,A big celebration! My son's 4th birthday party and housewarming party all in one. Finally getting moved in after Hurricane Florence flooded our brand new home.,150.0,1.3982310533589315,Imagined
31Z0PCVWUL1UGSSGME880HBITVYT7Z,3223,TWQGI86D,35.0,man,hisp,1.0,1.0,,2.0,6.579251212010101,Asking my girlfriend to marry me and she said yes,imagined,Elvis showed up to our wedding,-0.25,,3H8DHMCCWAXBUI33JIX2ZIYIWF9KDK,3.0,My wife and I actually did get married in Las Vegas at the Little White Wedding Chapel,"What a wild ride this life has been so far. The ups, the downs and everything in between. My beautiful bride and I have been married for two years now. Our anniversary is tomorrow and we're going on a fabulous date of dinner around Newport Harbor. As I reflect back, I think to how nervous I was to even ask her to marry me. I bought the ring five months before I actually asked her. I practiced what I would say for months and just couldn't work up the nerve. Finally, after all that, I popped the question. I got down on one knee and asked her to marry me. And she said yes! She actually said yes, the most beautiful woman in the world agreed to marry me, some schmuck from Brooklyn. We got married just one month later and the most beautiful service ever. We were married at the Little White Wedding Chapel in Las Vegas. Everyone was there, our parents, our friends and even Elvis made an apppearance! We stayed the Mirage just up the street and just had the most wonderful time. The last two years have just been so amazing, I can't wait to see what the future holds.",1.0,I was very nervous about asking my girlfriend to marry me but finally came up with the courage to ask.  She said yes and we ended up getting married.,720.0,1.1364666083209003,Imagined
34HJIJKLP6ICAXEMPBAGYNFTXRO4VU,453,09LYTC5U,30.0,man,white,1.0,1.0,,4.0,4.143134726391533,about my injured knee during a basketball game,imagined,when I came down hard on my knee and fell to the ground,1.0,,39N5ACM9HF902JN2KUX8931RXPC9P9,5.0,"I often play basketball and know that injuries to your knees are common and unpredictable, and have been injured in a similar way before.","Recently I was playing in a local basketball tournament with my team. We won the first two games easily without much trouble. Then we faced the toughest team in the city in the finals. Despite having a nice lead at half time, we struggled in the second half. The game came down to the final few minutes, where we led by a mere one point. In an effort to grab a rebound and give us a nice advantage, I was fouled extremely hard and came down badly on my knee. Right away I knew it was bad. I spent a few minutes writhing around in pain before being helped off the court. I was forced to sit on the bench and ice my knee while the final minutes ticked away. Unfortunately we did not have the size on our bench to replace my height, and it cost us the chance for the championship. The final score was 85-84, and we ended up leaving with a second place trophy. After the game I went to the hospital and they immediately told me I had ruptured a ligament, and would not be able to do much of anything for a while. Thankfully I had surgery quickly, but was unable to walk for a few weeks which was quite frustrating. My main goal however, is to get back to full health in time for next year's big tournament. I think we are more than capable of winning next year if we set our minds to it and can stay healthy!",2.0,I was playing basketball in a tournament. I got fouled during a play and ruptured a ligament in m knee. I had to get surgery and was unable to walk for a couple of weeks.,63.0,1.3739093336779888,Imagined
3WYGZ5XF3X1HW7MLG8SRUHKIV9JSK2,2839,E9TY34YY,25.0,man,white,1.0,1.0,,1.0,4.787491742782046,the death of my father,imagined,I had a rebellious phase in my 20s,0.0,,3S0TNUHWKU4RZH12AT0Z9DPRZYE8DO,1.0,"I can't relate to the death of a parent, let alone a father.","The loss of a parent is probably the hardest thing that most people have to deal with at some point in their lives. The death of my father, however, was something I don't think I'll ever be able to fully get over. I love my father so much. He was always there for me, always by my side. He gave me the best advice anyone could ever give. He was there through my first break up, there for my graduation, even there for me when I was going through a rebellious phase in my 20s. Most people rebel in high school, but I was a really good kid. I guess in my early 20s I was tired of being so good, though. I just know that he would always love me. I knew that he would always be there no matter what. To this day, I still feel upset over his death, and the way he died. I will never be able to live the same again. I try not to get so sad, because I know he wouldn't want that for me. But it's so extremely hard not to miss him. I honor him every year on his birthday.",1.0,"I was not prepared for my father's death. I miss him, and see him things I do. His death was surprising, and left me with feelings at random times.",120.0,1.2155148600873291,Imagined
