,shuffle_id,topic,story,is_shuffled
22,2,A short story,"The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The argument escalated, and she threw her wine at him in anger. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman snatched the cigarette from his mouth and threw it aside. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. A woman and man sat across from each other while quietly eating dinner. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman smiled, satisfied, as her new partner followed her every command.",1
23,2,A description of a visit to the doctor's office,"The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The argument escalated, and she threw her wine at him in anger. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman snatched the cigarette from his mouth and threw it aside. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. A woman and man sat across from each other while quietly eating dinner. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman smiled, satisfied, as her new partner followed her every command.",1
24,3,A short story about a couple having dinner,"The argument escalated, and she threw her wine at him in anger. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. A woman and man sat across from each other while quietly eating dinner. She removed the ring from the original man and placed it on the robot's hand. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The robot came to life, awakening with mechanical precision. The man went limp, resting his head on her shoulder. The man ate his dinner without looking up. The man ignored her outburst and lit a cigarette. She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly.",1
25,3,A short story about a robot couple having dinner,"The argument escalated, and she threw her wine at him in anger. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. A woman and man sat across from each other while quietly eating dinner. She removed the ring from the original man and placed it on the robot's hand. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The robot came to life, awakening with mechanical precision. The man went limp, resting his head on her shoulder. The man ate his dinner without looking up. The man ignored her outburst and lit a cigarette. She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly.",1
26,3,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The argument escalated, and she threw her wine at him in anger. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. A woman and man sat across from each other while quietly eating dinner. She removed the ring from the original man and placed it on the robot's hand. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The robot came to life, awakening with mechanical precision. The man went limp, resting his head on her shoulder. The man ate his dinner without looking up. The man ignored her outburst and lit a cigarette. She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly.",1
27,3,A short story about two robots,"The argument escalated, and she threw her wine at him in anger. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. A woman and man sat across from each other while quietly eating dinner. She removed the ring from the original man and placed it on the robot's hand. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The robot came to life, awakening with mechanical precision. The man went limp, resting his head on her shoulder. The man ate his dinner without looking up. The man ignored her outburst and lit a cigarette. She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly.",1
28,3,A short story,"The argument escalated, and she threw her wine at him in anger. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. A woman and man sat across from each other while quietly eating dinner. She removed the ring from the original man and placed it on the robot's hand. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The robot came to life, awakening with mechanical precision. The man went limp, resting his head on her shoulder. The man ate his dinner without looking up. The man ignored her outburst and lit a cigarette. She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly.",1
29,3,A description of a visit to the doctor's office,"The argument escalated, and she threw her wine at him in anger. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. A woman and man sat across from each other while quietly eating dinner. She removed the ring from the original man and placed it on the robot's hand. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The robot came to life, awakening with mechanical precision. The man went limp, resting his head on her shoulder. The man ate his dinner without looking up. The man ignored her outburst and lit a cigarette. She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly.",1
30,4,A short story about a couple having dinner,"The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The woman poured wine for him, but he politely refused. She found a hidden switch on the back of his neck and pressed it. The woman snatched the cigarette from his mouth and threw it aside. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot reaches toward the woman's neck to reveal a switch. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman reminded him it was their anniversary, but he kept eating. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
31,4,A short story about a robot couple having dinner,"The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The woman poured wine for him, but he politely refused. She found a hidden switch on the back of his neck and pressed it. The woman snatched the cigarette from his mouth and threw it aside. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot reaches toward the woman's neck to reveal a switch. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman reminded him it was their anniversary, but he kept eating. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
